,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
5082,,,,,Top 100 quality games:,Top 100:,6,51.3,3.1,6.0,125.8,18.9,71.1,72.2,0.7,6.4,27.0,22.5,0.0,3.4,15.8,5-6,.833,3-6,.500,16-32,.500,,,,,,,,
5083,,,,,Top 50 quality games:,Top 50:,2,52.5,5.9,15.1,158.7,20.0,86.8,87.7,0.0,6.1,14.6,12.2,0.0,1.2,10.5,2-2,1.000,0-1,.000,11-18,.611,,,,,,,,
5084,2008,Sr,6-7,Jarvis Acker,Troy,SB,24,45.8,-0.0,-2.8,92.2,15.0,45.2,44.7,5.8,13.3,3.7,13.1,7.4,2.4,11.7,6-17,.353,40-85,.471,17-60,.283,,,,,,,,
5085,,,,,Conf. games:,Conf. games:,18,56.8,-0.2,-3.1,90.4,14.4,43.3,42.9,6.3,13.9,4.2,14.1,7.2,2.8,11.4,4-12,.333,29-61,.475,11-44,.250,,,,,,,,
5086,,,,,Top 100 quality games:,Top 100:,4,37.9,-0.4,-7.3,82.7,15.5,40.0,40.0,8.9,10.8,5.8,22.2,4.9,1.2,0.0,0-0,.000,7-17,.412,2-8,.250,,,,,,,,
5087,,,,,Top 50 quality games:,Top 50:,1,18.8,-4.0,-12.3,9.4,13.2,0.0,0.0,5.4,5.7,0.0,26.0,4.6,3.4,0.0,0-0,.000,0-2,.000,0-2,.000,,,,,,,,
5088,2008,Sr,6-8,David Gomez,Tulane,CUSA,31,71.6,3.2,4.7,108.2,25.1,54.9,59.4,7.4,17.2,8.4,17.4,6.2,1.7,58.8,125-174,.718,149-274,.544,9-22,.409,,,,,,,,
5089,,,,,Conf. games:,Conf. games:,16,74.1,3.9,5.5,112.6,25.3,55.6,60.9,7.5,16.2,7.4,15.0,5.1,2.0,75.5,82-114,.719,78-142,.549,4-9,.444,,,,,,,,
5090,,,,,Top 100 quality games:,Top 100:,12,73.2,3.9,4.9,106.2,26.6,56.0,58.6,7.1,14.2,6.5,16.0,6.4,1.2,54.8,45-69,.652,63-114,.553,5-12,.417,,,,,,,,
5091,,,,,Top 50 quality games:,Top 50:,5,71.5,3.6,5.6,103.8,24.4,50.0,53.5,7.5,13.9,3.9,11.7,7.7,2.0,36.4,14-20,.700,26-51,.510,1-4,.250,,,,,,,,
5092,2008,Sr,6-6,Donnie Stith,Tulane,CUSA,31,57.4,0.9,0.6,93.4,20.5,44.2,50.2,8.8,15.5,12.2,23.3,6.0,2.3,52.6,64-91,.703,69-142,.486,5-31,.161,,,,,,,,
5093,,,,,Conf. games:,Conf. games:,16,60.2,1.1,1.6,93.5,21.7,45.5,52.3,7.4,15.8,16.5,25.1,6.0,3.1,67.4,42-60,.700,36-75,.480,3-14,.214,,,,,,,,
5094,,,,,Top 100 quality games:,Top 100:,12,59.6,0.8,0.8,87.6,20.3,44.4,48.2,5.0,14.9,12.7,22.6,6.0,2.1,47.9,21-34,.618,27-55,.491,3-16,.188,,,,,,,,
5095,,,,,Top 50 quality games:,Top 50:,5,55.5,-1.0,-7.4,63.9,21.9,30.3,32.2,6.8,12.3,11.9,23.9,3.6,0.5,27.3,4-9,.444,10-26,.385,0-7,.000,,,,,,,,
5096,2008,Sr,6-5,Matt Wheaton,Tulane,CUSA,31,60.4,0.4,-2.7,96.0,13.9,47.5,53.7,3.6,9.8,12.2,26.4,1.8,1.1,50.8,46-61,.754,21-55,.382,24-65,.369,,,,,,,,
5097,,,,,Conf. games:,Conf. games:,16,60.8,-0.9,-5.7,81.0,13.4,37.1,40.5,3.5,6.8,9.4,21.8,1.4,0.9,34.3,14-24,.583,8-31,.258,12-39,.308,,,,,,,,
5098,,,,,Top 100 quality games:,Top 100:,12,57.5,-0.3,-3.0,83.3,14.4,39.8,44.7,3.5,8.9,11.8,25.6,2.7,0.9,34.7,12-17,.706,6-22,.273,9-27,.333,,,,,,,,
5099,,,,,Top 50 quality games:,Top 50:,5,43.5,-1.6,-5.0,60.2,12.4,40.0,48.1,0.0,13.2,9.0,48.3,2.3,1.3,30.0,3-3,1.000,1-5,.200,2-5,.400,,,,,,,,
5100,2008,Sr,6-8,Calvin Walls,Tulsa,CUSA,39,70.3,1.6,1.4,101.6,18.6,46.4,50.6,10.8,17.8,10.7,20.1,2.5,1.5,48.7,84-129,.651,123-259,.475,0-6,.000,,,,,,,,
5101,,,,,Conf. games:,Conf. games:,16,71.3,1.5,0.7,99.8,18.5,48.4,51.3,8.3,14.7,6.3,18.5,1.8,1.5,40.2,31-49,.633,59-118,.500,0-4,.000,,,,,,,,
5102,,,,,Top 100 quality games:,Top 100:,16,70.8,1.7,0.0,96.1,20.1,41.7,46.7,12.4,16.0,9.7,19.2,1.4,1.7,58.3,41-67,.612,48-113,.425,0-2,.000,,,,,,,,
5103,,,,,Top 50 quality games:,Top 50:,6,68.8,2.2,0.4,97.1,20.3,47.7,53.3,10.0,16.6,11.4,25.3,1.3,1.5,27.3,11-12,.917,21-44,.477,0-0,.000,,,,,,,,
5104,2008,Sr,6-0,Brett McDade,Tulsa,CUSA,39,70.0,1.3,1.2,100.9,17.4,47.4,52.3,0.8,8.0,20.9,24.7,0.4,2.0,38.2,72-96,.750,41-128,.320,52-123,.423,,,,,,,,
5105,,,,,Conf. games:,Conf. games:,16,70.7,2.4,4.3,111.8,16.9,52.0,56.3,0.8,8.5,23.8,19.7,0.2,2.8,48.5,35-49,.714,21-55,.382,21-46,.457,,,,,,,,
5106,,,,,Top 100 quality games:,Top 100:,16,73.8,-0.5,-3.6,78.8,17.1,35.4,41.2,1.2,8.6,16.2,29.6,0.2,1.5,33.0,26-35,.743,12-51,.235,17-55,.309,,,,,,,,
5107,,,,,Top 50 quality games:,Top 50:,6,62.9,-2.0,-6.9,58.4,16.8,26.5,27.5,1.5,5.8,17.2,30.9,0.0,2.0,14.7,2-5,.400,6-20,.300,2-14,.143,,,,,,,,
5108,2008,Sr,6-2,Rod Earls,Tulsa,CUSA,39,53.8,0.6,-1.0,93.9,18.3,47.0,49.7,2.4,10.0,15.2,25.8,0.2,1.3,15.8,30-37,.811,41-95,.432,46-139,.331,,,,,,,,
5109,,,,,Conf. games:,Conf. games:,16,51.0,-0.0,-3.1,84.2,18.1,44.3,47.0,1.4,8.7,12.8,29.4,0.0,0.9,16.1,11-14,.786,10-32,.313,19-55,.345,,,,,,,,
5110,,,,,Top 100 quality games:,Top 100:,16,52.9,1.1,-0.4,97.6,17.7,50.0,52.7,1.6,11.4,14.2,24.3,0.0,0.9,19.4,14-18,.778,12-33,.364,23-60,.383,,,,,,,,
5111,,,,,Top 50 quality games:,Top 50:,6,47.1,-0.4,-5.6,74.6,16.1,35.7,36.9,1.0,4.4,16.5,26.6,0.0,1.6,3.6,1-1,1.000,4-11,.364,4-17,.235,,,,,,,,
5112,2008,So,6-9,Walter Sharpe,UAB,CUSA,12,21.7,2.1,5.4,95.0,32.2,52.3,52.8,8.8,21.8,16.8,20.5,7.6,2.7,50.0,34-65,.523,68-127,.535,0-3,.000,,,,,,,,
5113,,,,,Top 100 quality games:,Top 100:,4,18.3,2.2,1.8,88.7,35.3,53.5,52.4,12.4,22.3,23.3,26.0,6.0,2.7,55.8,11-24,.458,23-43,.535,0-0,.000,,,,,,,,
5114,,,,,Top 50 quality games:,Top 50:,1,17.5,4.0,1.9,109.2,26.2,70.0,58.0,4.3,0.0,33.0,7.7,4.0,2.0,80.0,2-8,.250,7-10,.700,0-0,.000,,,,,,,,
5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,2008,Jr,6-7,Reggie Huffman,UAB,CUSA,34,47.8,1.8,5.8,110.0,19.9,57.6,56.9,14.0,22.7,3.7,15.1,2.5,2.7,28.1,28-57,.491,117-203,.576,0-0,.000,,,,,,,,
5117,,,,,Conf. games:,Conf. games:,16,38.8,0.8,2.9,97.5,19.3,43.6,45.5,11.5,26.1,3.3,13.3,2.9,2.6,26.9,12-21,.571,34-78,.436,0-0,.000,,,,,,,,
5118,,,,,Top 100 quality games:,Top 100:,14,44.9,2.1,4.5,110.6,19.9,57.3,57.1,12.4,26.7,5.2,13.2,1.6,2.2,25.6,11-21,.524,47-82,.573,0-0,.000,,,,,,,,
5119,,,,,Top 50 quality games:,Top 50:,4,44.4,1.6,4.9,101.5,16.9,58.8,56.8,10.1,34.5,6.5,18.9,0.0,2.4,29.4,2-5,.400,10-17,.588,0-0,.000,,,,,,,,
5120,2008,Sr,6-9,Frank Holmes,UAB,CUSA,34,29.5,1.4,3.4,123.2,15.8,68.4,68.1,10.9,18.4,3.0,16.3,2.8,1.9,84.2,41-64,.641,52-75,.693,0-1,.000,,,,,,,,
5121,,,,,Conf. games:,Conf. games:,16,32.3,1.5,2.3,116.9,18.7,63.4,66.4,13.8,18.1,2.9,20.9,3.0,2.2,95.1,27-39,.692,26-41,.634,0-0,.000,,,,,,,,
5122,,,,,Top 100 quality games:,Top 100:,14,28.9,1.5,2.6,119.5,17.6,62.2,62.8,12.1,17.6,4.9,13.6,4.5,1.7,70.3,16-26,.615,23-37,.622,0-0,.000,,,,,,,,
5123,,,,,Top 50 quality games:,Top 50:,4,31.9,1.3,-1.4,105.3,15.9,77.8,79.1,4.7,9.2,4.5,34.9,4.4,1.1,55.6,4-5,.800,7-9,.778,0-0,.000,,,,,,,,
5124,2008,So,6-10,Jeremy Mayfield,UAB,CUSA,22,22.8,1.0,1.0,103.4,18.4,45.9,47.2,15.2,15.9,4.4,12.0,2.0,0.9,38.8,17-33,.515,39-84,.464,0-1,.000,,,,,,,,
5125,,,,,Conf. games:,Conf. games:,16,34.9,1.4,2.1,116.2,16.9,54.4,56.0,14.3,15.7,2.8,12.2,2.3,0.5,36.8,13-21,.619,31-56,.554,0-1,.000,,,,,,,,
5126,,,,,Top 100 quality games:,Top 100:,10,21.9,0.9,0.4,103.5,16.8,45.5,46.1,12.2,13.0,1.6,5.4,1.7,1.4,45.5,7-15,.467,15-33,.455,0-0,.000,,,,,,,,
5127,,,,,Top 50 quality games:,Top 50:,3,20.0,1.6,5.6,112.8,18.5,50.0,50.4,14.9,7.3,0.0,0.0,3.5,1.8,40.0,2-4,.500,5-10,.500,0-0,.000,,,,,,,,
5128,2008,So,5-10,Tyler Marsh,UAB,CUSA,9,2.8,-0.8,-11.0,33.3,12.8,16.7,14.4,0.0,8.4,8.6,34.9,0.0,1.5,33.3,0-2,.000,1-3,.333,0-3,.000,,,,,,,,
5129,,,,,Conf. games:,Conf. games:,2,0.5,-0.4,-14.9,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,,,,,Date,,Opponent,Result,Mins,ORtg,Usage,eFG,TS%,OR%,DR%,AST%,TO%,Stl%,Blk%,Dunk,Rim,Mid,2Pt,3Pt,FT,Ast,TO,Stl,Blk,OR,DR,PF,GBPM,NET,Pts
5132,2008,So,6-7,Shane Hanson,UC Davis,BW,25,61.1,1.7,-1.6,103.8,19.5,54.5,57.5,3.2,15.3,19.6,19.7,1.2,1.1,18.0,30-34,.882,34-67,.507,46-122,.377,,,,,,,,
5133,,,,,Conf. games:,Conf. games:,13,58.6,0.7,-4.1,92.7,19.9,51.0,52.2,3.7,15.2,18.7,23.4,1.8,1.0,6.7,6-7,.857,17-32,.531,24-72,.333,,,,,,,,
5134,,,,,Top 100 quality games:,Top 100:,4,82.5,2.6,-1.0,103.8,18.2,71.2,71.2,1.1,17.3,13.4,28.2,0.0,0.5,9.1,2-3,.667,4-6,.667,13-27,.481,,,,,,,,
5135,,,,,Top 50 quality games:,Top 50:,2,83.8,2.3,-2.8,90.9,22.0,65.6,66.0,0.0,16.1,16.7,32.8,0.0,0.0,18.8,2-3,.667,3-3,1.000,5-13,.385,,,,,,,,
5136,2008,Jr,6-9,Jesse Lopez-Low,UC Davis,BW,13,10.9,-0.2,-8.7,75.7,22.1,39.1,45.1,5.5,8.3,12.3,28.9,2.6,2.0,104.3,13-24,.542,9-21,.429,0-2,.000,,,,,,,,
5137,,,,,Conf. games:,Conf. games:,7,10.3,-0.3,-9.3,73.8,22.6,41.7,46.4,8.3,14.1,10.5,33.3,0.0,1.9,91.7,6-11,.545,5-12,.417,0-0,.000,,,,,,,,
5138,,,,,Top 100 quality games:,Top 100:,1,7.5,-3.6,-12.5,0.0,14.3,0.0,0.0,0.0,10.0,0.0,72.1,0.0,5.1,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
5139,,,,,Top 50 quality games:,Top 50:,1,15.0,-3.6,-12.5,0.0,16.0,0.0,0.0,0.0,12.8,0.0,71.9,0.0,5.7,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
5140,2008,So,6-7,CJ Portz,UC Davis,BW,29,35.8,-0.7,-11.1,77.4,15.7,45.0,49.0,2.0,8.2,12.8,33.3,3.2,0.6,25.7,14-18,.778,24-53,.453,5-17,.294,,,,,,,,
5141,,,,,Conf. games:,Conf. games:,16,39.7,-0.7,-9.9,81.1,13.4,44.3,49.7,3.2,8.9,11.3,33.0,4.8,0.7,31.4,9-11,.818,11-24,.458,3-11,.273,,,,,,,,
5142,,,,,Top 100 quality games:,Top 100:,4,26.9,-0.9,-16.2,55.1,22.3,36.4,36.4,0.0,5.6,16.2,38.6,0.0,1.4,0.0,0-0,.000,4-10,.400,0-1,.000,,,,,,,,
5143,,,,,Top 50 quality games:,Top 50:,2,20.0,-2.0,-22.3,12.1,20.7,0.0,0.0,0.0,0.0,16.1,62.5,0.0,4.2,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
5144,2008,Sr,6-7,Darren Fells,UC Irvine,BW,30,71.6,4.5,5.7,119.7,24.6,57.1,61.5,12.2,19.8,15.8,14.8,1.8,3.1,55.3,113-152,.743,145-262,.553,8-13,.615,,,,,,,,
5145,,,,,Conf. games:,Conf. games:,15,76.4,5.1,5.3,124.5,25.3,51.4,58.9,15.6,22.3,16.5,12.4,0.9,3.1,56.8,65-79,.823,70-135,.519,1-4,.250,,,,,,,,
5146,,,,,Top 100 quality games:,Top 100:,5,83.0,5.4,4.0,119.2,23.8,61.8,62.5,9.5,12.5,10.4,12.3,0.0,2.6,43.6,15-24,.625,28-50,.560,4-5,.800,,,,,,,,
5147,,,,,Top 50 quality games:,Top 50:,2,81.3,6.1,5.2,117.1,24.8,70.0,70.0,6.8,13.2,13.7,19.7,0.0,2.9,45.0,6-9,.667,11-17,.647,2-3,.667,,,,,,,,
5148,2008,Sr,6-6,Patrick Sanders,UC Irvine,BW,32,76.1,2.5,-0.0,99.2,27.8,50.7,55.4,4.8,17.0,9.8,20.0,4.6,0.7,31.9,99-120,.825,132-280,.471,39-96,.406,,,,,,,,
5149,,,,,Conf. games:,Conf. games:,15,75.2,4.0,1.8,109.3,30.5,55.4,60.9,5.9,14.6,9.6,19.5,5.3,0.5,38.9,62-72,.861,65-131,.496,25-54,.463,,,,,,,,
5150,,,,,Top 100 quality games:,Top 100:,5,84.0,4.6,1.0,107.6,27.9,54.5,57.1,6.7,15.9,11.6,14.3,2.0,0.4,37.3,17-25,.680,23-53,.434,9-14,.643,,,,,,,,
5151,,,,,Top 50 quality games:,Top 50:,2,82.5,5.8,5.7,110.2,27.9,55.8,57.6,5.1,19.5,13.3,10.3,5.1,1.0,42.3,7-11,.636,10-20,.500,3-6,.500,,,,,,,,
5152,2008,Sr,6-3,Chuma Awaji,UC Irvine,BW,10,12.3,1.1,0.2,93.6,27.0,42.2,48.4,3.2,10.4,7.2,14.3,0.0,3.4,34.4,18-22,.818,18-34,.529,6-30,.200,,,,,,,,
5153,,,,,Top 100 quality games:,Top 100:,3,25.0,1.4,-0.4,96.4,22.8,47.7,47.9,2.2,17.8,5.0,5.3,0.0,3.6,9.1,1-2,.500,9-15,.600,1-7,.143,,,,,,,,
5154,,,,,Top 50 quality games:,Top 50:,2,42.5,1.0,-3.5,89.1,22.3,46.2,46.6,3.3,12.6,0.0,8.3,0.0,1.9,15.4,1-2,.500,6-10,.600,0-3,.000,,,,,,,,
5155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,2008,Sr,6-1,Marcus McIntosh,UC Irvine,BW,28,51.9,1.0,-1.3,100.1,18.4,48.4,52.6,2.1,8.6,10.9,16.4,0.7,2.2,47.8,52-77,.675,66-125,.528,8-36,.222,,,,,,,,
5157,,,,,Conf. games:,Conf. games:,15,64.8,1.3,-1.1,103.4,18.3,48.9,52.5,1.7,8.6,13.2,15.8,1.4,2.4,55.1,31-49,.633,36-65,.554,5-24,.208,,,,,,,,
5158,,,,,Top 100 quality games:,Top 100:,3,26.0,-2.7,-12.9,43.7,13.7,11.1,22.9,2.2,2.8,0.0,25.5,0.0,1.2,44.4,3-4,.750,1-8,.125,0-1,.000,,,,,,,,
5159,,,,,Top 50 quality games:,Top 50:,1,18.8,-3.5,-18.7,20.4,11.7,0.0,0.0,7.4,0.0,0.0,36.2,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
5160,2008,Jr,6-0,Trey Harris,UC Irvine,BW,18,16.1,0.7,-2.0,106.9,16.2,54.9,58.2,0.6,6.6,19.1,21.8,0.0,0.6,36.6,11-15,.733,9-21,.429,9-20,.450,,,,,,,,
5161,,,,,Conf. games:,Conf. games:,3,1.7,0.3,0.2,125.0,12.1,125.0,125.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,1-1,1.000,,,,,,,,
5162,,,,,Top 100 quality games:,Top 100:,5,34.5,0.2,-4.0,92.6,13.5,34.6,40.3,0.0,6.4,18.7,13.0,0.0,1.8,30.8,3-4,.750,3-9,.333,1-4,.250,,,,,,,,
5163,,,,,Top 50 quality games:,Top 50:,2,43.8,-0.7,-2.5,74.4,13.0,16.7,16.7,0.0,8.2,39.3,14.0,0.0,3.6,0.0,0-0,.000,1-5,.200,0-1,.000,,,,,,,,
5164,2008,Sr,6-2,Larry Cunningham,UC Riverside,BW,28,71.1,2.5,1.6,97.2,31.6,46.5,52.3,0.6,13.2,15.0,18.5,1.3,3.1,35.4,109-132,.826,97-217,.447,51-156,.327,,,,,,,,
5165,,,,,Conf. games:,Conf. games:,16,71.8,2.3,1.2,99.6,28.5,45.4,51.9,0.8,12.4,14.2,17.4,1.2,3.0,35.7,60-70,.857,50-110,.455,26-86,.302,,,,,,,,
5166,,,,,Top 100 quality games:,Top 100:,5,62.9,2.4,0.6,84.5,37.7,44.0,47.5,0.0,10.0,9.4,19.0,3.5,3.6,22.7,13-17,.765,18-46,.391,10-29,.345,,,,,,,,
5167,,,,,Top 50 quality games:,Top 50:,3,73.3,2.1,2.2,86.6,29.5,46.2,50.3,0.0,7.1,8.4,21.0,2.3,4.8,25.6,8-10,.800,9-25,.360,6-14,.429,,,,,,,,
5168,2008,Jr,6-7,Severin Gates,UC Riverside,BW,27,36.1,0.7,-2.1,92.8,25.4,48.9,51.8,7.7,18.5,12.2,22.6,1.0,2.3,33.8,31-47,.660,53-115,.461,10-24,.417,,,,,,,,
5169,,,,,Conf. games:,Conf. games:,16,37.5,-0.0,-5.6,82.8,23.1,44.0,45.3,7.8,16.5,9.5,24.4,0.6,1.8,28.0,11-21,.524,24-60,.400,6-15,.400,,,,,,,,
5170,,,,,Top 100 quality games:,Top 100:,4,29.6,0.7,-4.5,82.5,30.0,41.3,43.7,11.4,10.6,20.9,23.7,3.8,1.7,30.4,4-7,.571,8-20,.400,1-3,.333,,,,,,,,
5171,,,,,Top 50 quality games:,Top 50:,2,31.7,0.1,-4.3,77.1,22.9,50.0,54.4,5.9,6.6,0.0,34.9,2.7,3.2,18.2,2-2,1.000,4-10,.400,1-1,1.000,,,,,,,,
5172,2008,Jr,6-8,B.J. Visman,UC Riverside,BW,27,19.8,-0.2,-7.6,82.2,17.9,41.5,44.7,11.7,17.4,2.1,26.1,4.1,0.5,20.8,8-11,.727,22-50,.440,0-3,.000,,,,,,,,
5173,,,,,Conf. games:,Conf. games:,15,19.4,-0.0,-8.3,89.0,17.4,46.4,49.5,12.0,12.6,1.9,25.7,1.1,1.0,25.0,5-7,.714,13-27,.481,0-1,.000,,,,,,,,
5174,,,,,Top 100 quality games:,Top 100:,5,20.8,-1.0,-9.9,50.0,23.9,21.4,21.4,18.9,27.2,0.0,30.2,10.7,0.0,0.0,0-0,.000,3-14,.214,0-0,.000,,,,,,,,
5175,,,,,Top 50 quality games:,Top 50:,3,27.5,-0.9,-11.3,54.0,24.2,27.3,27.3,20.4,26.5,0.0,30.3,3.1,0.0,0.0,0-0,.000,3-11,.273,0-0,.000,,,,,,,,
5176,2008,Jr,6-3,Michael Creppy,UC Riverside,BW,17,11.6,-0.5,-6.9,72.1,17.0,30.4,38.8,1.9,9.2,16.2,30.3,0.0,1.8,60.9,9-14,.643,4-13,.308,2-10,.200,,,,,,,,
5177,,,,,Conf. games:,Conf. games:,13,17.4,-0.5,-6.2,73.9,15.3,35.3,41.4,2.2,8.9,15.2,32.6,0.0,2.2,58.8,6-10,.600,3-9,.333,2-8,.250,,,,,,,,
5178,,,,,Top 100 quality games:,Top 100:,1,0.8,-0.6,-52.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
5179,,,,,Top 50 quality games:,Top 50:,1,1.7,-0.6,-52.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
5180,2008,Jr,6-7,Benoit Bekono,UC Riverside,BW,9,8.7,-0.5,-1.8,79.3,14.4,38.5,43.4,8.9,23.2,8.7,30.5,0.0,3.6,69.2,5-9,.556,5-13,.385,0-0,.000,,,,,,,,
5181,,,,,Conf. games:,Conf. games:,4,7.9,-1.2,-2.6,66.6,13.1,25.0,28.9,4.9,28.0,8.2,18.6,0.0,3.7,62.5,2-5,.400,2-8,.250,0-0,.000,,,,,,,,
5182,,,,,Top 100 quality games:,Top 100:,3,14.2,-3.0,-5.4,11.4,9.9,0.0,0.0,0.0,17.8,7.4,64.5,0.0,3.5,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
5183,,,,,Top 50 quality games:,Top 50:,2,18.3,-2.9,-4.4,11.2,9.9,0.0,0.0,0.0,17.0,10.3,55.6,0.0,5.5,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
5184,2008,Fr,6-8,Josh Scott,UC Riverside,BW,4,2.1,-0.9,-13.5,43.1,13.5,25.0,25.0,5.4,23.2,0.0,39.5,0.0,0.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,,,,,
5185,,,,,Top 100 quality games:,Top 100:,2,5.8,-0.7,-13.8,52.1,21.4,25.0,25.0,9.6,32.3,0.0,24.1,0.0,0.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,,,,,
5186,,,,,Top 50 quality games:,Top 50:,2,11.7,-0.8,-13.8,49.6,18.0,25.0,25.0,8.0,26.8,0.0,24.1,0.0,0.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,,,,,
5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,2008,So,6-4,Charles Jim-George,UC Riverside,BW,11,5.7,-0.7,-9.0,54.4,15.2,15.6,17.2,9.7,14.6,6.4,12.5,0.0,0.9,18.8,1-3,.333,1-6,.167,1-10,.100,,,,,,,,
5189,,,,,Conf. games:,Conf. games:,5,4.0,-0.3,-3.0,75.3,13.3,31.3,31.3,0.0,16.5,0.0,0.0,0.0,2.4,0.0,0-0,.000,1-2,.500,1-6,.167,,,,,,,,
5190,,,,,Top 100 quality games:,Top 100:,3,8.3,-0.6,-8.5,54.9,17.6,0.0,9.2,27.0,15.1,0.0,0.0,0.0,0.0,75.0,1-3,.333,0-3,.000,0-1,.000,,,,,,,,
5191,,,,,Top 50 quality games:,Top 50:,2,15.0,-1.1,-9.0,46.8,16.3,0.0,9.2,24.9,13.9,0.0,0.0,0.0,0.0,75.0,1-3,.333,0-3,.000,0-1,.000,,,,,,,,
5192,2008,Jr,6-0,Chris Johnson,UC Riverside,BW,12,8.9,-0.2,-9.8,74.1,25.0,35.9,38.1,1.2,5.4,9.8,19.6,2.6,0.0,23.1,5-9,.556,5-18,.278,6-21,.286,,,,,,,,
5193,,,,,Conf. games:,Conf. games:,5,4.0,-0.8,-19.7,40.7,31.6,15.4,17.9,4.8,11.0,8.8,22.7,5.3,0.0,15.4,1-2,.500,2-8,.250,0-5,.000,,,,,,,,
5194,,,,,Top 100 quality games:,Top 100:,3,5.0,-0.1,-4.1,65.3,30.6,0.0,23.3,0.0,12.6,21.1,0.0,11.1,0.0,60.0,3-3,1.000,0-3,.000,0-2,.000,,,,,,,,
5195,,,,,Top 50 quality games:,Top 50:,3,10.0,-0.2,-4.1,63.3,25.6,0.0,23.3,0.0,10.4,18.9,0.0,8.5,0.0,60.0,3-3,1.000,0-3,.000,0-2,.000,,,,,,,,
5196,2008,Sr,6-6,Alex Harris,UC Santa Barbara,BW,31,80.8,3.9,4.6,108.0,30.4,51.5,58.2,3.9,10.4,12.7,15.6,0.6,2.1,51.5,181-223,.812,112-258,.434,74-175,.423,,,,,,,,
5197,,,,,Conf. games:,Conf. games:,16,81.6,3.6,2.9,107.3,29.9,51.2,57.9,4.2,10.0,13.8,17.2,0.5,2.1,47.6,84-101,.832,56-123,.455,35-89,.393,,,,,,,,
5198,,,,,Top 100 quality games:,Top 100:,6,85.0,3.0,2.7,95.7,28.2,44.5,48.4,3.1,9.9,12.5,11.9,0.0,2.5,22.0,18-22,.818,25-65,.385,13-35,.371,,,,,,,,
5199,,,,,Top 50 quality games:,Top 50:,3,83.3,3.1,2.2,93.7,28.3,43.0,49.4,0.9,8.3,12.1,13.4,0.0,2.2,24.0,12-12,1.000,11-33,.333,7-17,.412,,,,,,,,
5200,2008,Sr,6-8,Ivan Elliott,UC Santa Barbara,BW,31,66.2,2.2,4.1,116.3,17.3,62.4,63.4,8.9,18.2,8.1,16.6,4.7,2.2,22.5,34-49,.694,97-161,.602,26-57,.456,,,,,,,,
5201,,,,,Conf. games:,Conf. games:,16,67.0,2.8,5.1,123.4,17.3,69.8,70.4,8.3,20.1,8.4,18.2,4.0,2.6,29.2,22-31,.710,56-80,.700,12-26,.462,,,,,,,,
5202,,,,,Top 100 quality games:,Top 100:,6,60.8,0.7,-1.8,92.4,17.2,45.5,45.5,9.5,18.7,6.9,15.8,3.7,0.8,0.0,0-0,.000,14-32,.438,4-12,.333,,,,,,,,
5203,,,,,Top 50 quality games:,Top 50:,3,64.2,1.0,1.0,90.7,18.4,42.6,42.6,9.6,18.5,8.4,11.5,5.2,0.7,0.0,0-0,.000,7-18,.389,3-9,.333,,,,,,,,
5204,2008,Sr,6-9,Nedim Pajevic,UC Santa Barbara,BW,31,45.9,0.5,-2.3,95.5,19.6,46.1,50.3,7.7,16.8,18.6,24.2,2.2,1.8,25.5,29-36,.806,62-124,.500,2-17,.118,,,,,,,,
5205,,,,,Conf. games:,Conf. games:,16,45.1,0.4,-3.9,94.0,20.3,44.8,49.6,8.5,16.7,19.2,27.1,2.3,1.5,26.9,15-18,.833,27-56,.482,2-11,.182,,,,,,,,
5206,,,,,Top 100 quality games:,Top 100:,6,44.2,-0.3,-6.0,76.4,19.5,42.3,46.6,6.0,11.2,11.0,33.1,1.0,2.1,15.4,4-4,1.000,11-23,.478,0-3,.000,,,,,,,,
