,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1647,,,,,Top 50 quality games:,Top 50:,1,20.0,0.5,-4.3,99.0,10.4,100.0,76.9,0.0,0.0,13.5,36.4,0.0,3.8,200.0,1-2,.500,1-1,1.000,0-0,.000,,,,,,,,
1648,2009,Jr,6-8,Peter Laplante,George Washington,A10,6,1.3,-0.6,-7.5,26.3,7.6,0.0,0.0,8.1,22.2,0.0,53.3,8.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
1649,,,,,Conf. games:,Conf. games:,2,0.8,-0.5,-21.2,27.3,23.5,0.0,0.0,25.6,21.9,0.0,53.2,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
1650,,,,,Top 100 quality games:,Top 100:,1,0.5,-0.6,23.3,0.0,0.0,0.0,0.0,0.0,53.2,0.0,0.0,56.5,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2009,Fr,6-4,Matt Allbritton,George Washington,A10,9,2.9,-0.2,-9.9,67.3,19.2,26.9,26.9,0.0,3.4,12.6,9.6,0.0,0.0,0.0,0-0,.000,2-4,.500,1-9,.111,,,,,,,,
1653,,,,,Conf. games:,Conf. games:,5,2.0,0.2,-6.9,127.8,8.0,50.0,50.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,,,,,
1654,,,,,Top 100 quality games:,Top 100:,1,0.2,-0.3,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,2009,Jr,6-8,DaJuan Summers,Georgetown,BE,31,72.4,3.3,5.4,104.5,24.4,56.4,59.8,5.3,11.5,9.7,22.4,2.5,2.4,47.1,97-136,.713,85-154,.552,52-135,.385,,,,,,,,
1657,,,,,Conf. games:,Conf. games:,18,73.3,2.7,2.5,97.7,24.8,51.7,55.7,5.5,11.3,10.4,24.2,3.1,1.3,38.9,50-68,.735,44-91,.484,31-84,.369,,,,,,,,
1658,,,,,Top 100 quality games:,Top 100:,20,75.7,3.8,5.6,106.3,24.1,57.0,60.7,5.1,12.1,8.5,22.0,2.8,2.0,46.7,68-93,.731,55-103,.534,39-96,.406,,,,,,,,
1659,,,,,Top 50 quality games:,Top 50:,14,83.0,4.8,6.8,109.2,23.8,59.1,61.4,4.9,11.4,8.6,20.3,2.7,2.4,40.9,45-65,.692,49-87,.563,30-72,.417,,,,,,,,
1660,2009,Sr,6-3,Jessie Sapp,Georgetown,BE,31,62.3,1.5,4.0,100.8,16.4,48.0,51.2,5.9,11.3,12.6,21.5,0.8,3.4,27.0,34-47,.723,28-76,.368,37-98,.378,,,,,,,,
1661,,,,,Conf. games:,Conf. games:,18,60.1,0.8,3.1,93.8,15.9,41.1,43.9,5.8,10.2,12.9,19.5,0.8,3.5,19.8,14-20,.700,16-50,.320,17-51,.333,,,,,,,,
1662,,,,,Top 100 quality games:,Top 100:,20,61.5,0.4,1.1,87.3,15.9,37.3,40.2,6.0,10.7,12.8,22.2,1.1,3.1,22.7,16-25,.640,14-53,.264,18-57,.316,,,,,,,,
1663,,,,,Top 50 quality games:,Top 50:,14,64.0,0.4,0.8,87.7,14.9,36.4,38.4,6.4,9.2,11.0,19.9,1.2,3.2,16.0,8-13,.615,10-37,.270,13-44,.295,,,,,,,,
1664,2009,Sr,6-7,Terrance Woodbury,Georgia,SEC,28,66.9,2.1,-0.5,94.3,24.9,45.9,50.8,4.5,11.6,10.7,21.7,0.6,1.3,27.1,78-93,.839,87-202,.431,47-141,.333,,,,,,,,
1665,,,,,Conf. games:,Conf. games:,16,76.1,2.5,0.3,95.4,25.8,45.4,50.6,4.8,12.9,14.3,20.8,0.6,1.3,30.6,49-60,.817,47-114,.412,28-82,.341,,,,,,,,
1666,,,,,Top 100 quality games:,Top 100:,22,76.6,2.6,-0.1,95.7,25.4,47.6,51.7,4.3,12.8,13.2,22.2,0.6,0.9,24.6,56-68,.824,67-157,.427,43-119,.361,,,,,,,,
1667,,,,,Top 50 quality games:,Top 50:,6,74.2,4.2,1.1,105.2,27.4,56.7,60.5,4.6,13.1,18.3,26.2,0.5,0.0,30.7,19-23,.826,20-42,.476,15-33,.455,,,,,,,,
1668,2009,Fr,6-10,Trey Thompkins,Georgia,SEC,28,56.4,2.0,3.2,95.5,25.9,48.7,51.5,8.7,22.0,7.5,20.5,4.2,2.1,23.6,53-73,.726,101-223,.453,33-86,.384,,,,,,,,
1669,,,,,Conf. games:,Conf. games:,16,68.1,1.3,0.7,87.4,25.0,44.1,46.3,8.2,23.3,6.5,20.8,2.5,2.0,15.7,21-29,.724,59-133,.444,15-52,.288,,,,,,,,
1670,,,,,Top 100 quality games:,Top 100:,22,66.3,1.5,1.5,89.1,25.7,43.9,46.4,9.1,22.3,6.9,20.4,3.0,2.1,19.8,35-50,.700,78-187,.417,22-66,.333,,,,,,,,
1671,,,,,Top 50 quality games:,Top 50:,6,73.3,2.3,1.9,94.6,22.9,50.7,51.6,10.6,21.8,9.3,24.8,3.8,1.6,17.9,7-12,.583,22-49,.449,8-18,.444,,,,,,,,
1672,2009,Sr,6-3,Corey Butler,Georgia,SEC,32,71.1,1.1,1.2,102.8,13.2,51.3,55.1,3.9,11.3,12.8,23.5,0.3,2.6,45.3,50-72,.694,29-66,.439,35-93,.376,,,,,,,,
1673,,,,,Conf. games:,Conf. games:,16,67.2,-0.1,-1.2,85.3,14.8,41.4,49.8,3.2,11.3,9.4,30.3,0.0,2.6,53.9,32-41,.780,15-36,.417,11-40,.275,,,,,,,,
1674,,,,,Top 100 quality games:,Top 100:,22,70.5,0.3,-0.5,90.9,13.9,47.2,52.0,3.4,10.1,10.3,28.4,0.0,2.3,50.5,37-54,.685,22-49,.449,19-58,.328,,,,,,,,
1675,,,,,Top 50 quality games:,Top 50:,6,69.2,1.4,-0.4,101.4,13.1,58.0,62.0,3.5,11.2,10.4,30.5,0.0,1.7,68.0,12-17,.706,7-11,.636,5-14,.357,,,,,,,,
1676,2009,Sr,6-4,Leonard Mendez,Georgia St.,CAA,30,67.7,1.6,1.2,104.0,18.0,47.1,49.7,3.0,9.2,11.7,11.3,0.9,2.3,16.3,31-39,.795,66-145,.455,31-94,.330,,,,,,,,
1677,,,,,Conf. games:,Conf. games:,18,66.6,2.0,2.6,108.8,17.8,50.7,53.2,2.8,9.6,9.0,9.9,0.3,2.7,15.7,18-22,.818,41-88,.466,20-52,.385,,,,,,,,
1678,,,,,Top 100 quality games:,Top 100:,9,69.7,1.6,1.7,96.8,17.9,44.4,47.5,1.0,8.2,13.0,14.4,0.5,2.8,14.1,9-10,.900,18-46,.391,9-25,.360,,,,,,,,
1679,,,,,Top 50 quality games:,Top 50:,2,81.3,2.5,5.7,103.2,16.5,47.4,50.1,0.0,7.7,14.1,11.4,0.0,3.8,10.5,2-2,1.000,6-12,.500,2-7,.286,,,,,,,,
1680,2009,Sr,6-7,Rashad Chase,Georgia St.,CAA,30,64.8,-0.3,-2.7,85.2,16.2,44.4,46.9,7.9,20.4,5.9,24.3,1.0,2.5,90.6,53-106,.500,52-116,.448,0-1,.000,,,,,,,,
1681,,,,,Conf. games:,Conf. games:,18,66.1,0.2,-3.4,88.7,17.8,43.9,48.0,8.4,18.1,6.4,23.0,0.3,2.5,78.0,36-64,.563,36-82,.439,0-0,.000,,,,,,,,
1682,,,,,Top 100 quality games:,Top 100:,9,68.9,-0.3,-5.1,78.7,17.1,46.2,48.3,7.8,14.8,3.7,30.4,1.5,1.6,74.4,15-29,.517,18-39,.462,0-0,.000,,,,,,,,
1683,,,,,Top 50 quality games:,Top 50:,2,75.0,-1.9,-9.2,58.0,23.7,33.3,35.5,13.7,14.6,0.0,34.5,0.0,1.0,46.7,3-7,.429,5-15,.333,0-0,.000,,,,,,,,
1684,2009,Jr,6-8,Bernard Rimmer,Georgia St.,CAA,18,16.9,-0.3,-5.2,82.4,14.1,36.4,38.8,10.5,12.3,6.0,22.3,3.7,1.3,36.4,6-12,.500,12-31,.387,0-2,.000,,,,,,,,
1685,,,,,Conf. games:,Conf. games:,9,8.1,0.1,-4.7,91.4,19.1,50.0,54.0,10.3,10.7,7.4,29.0,6.6,1.1,33.3,3-4,.750,6-12,.500,0-0,.000,,,,,,,,
1686,,,,,Top 100 quality games:,Top 100:,5,18.6,-0.1,-4.8,80.6,16.3,26.7,29.6,14.4,13.1,10.0,11.8,3.8,1.0,26.7,2-4,.500,4-13,.308,0-2,.000,,,,,,,,
1687,,,,,Top 50 quality games:,Top 50:,1,30.0,-2.4,-0.6,58.4,10.8,25.0,25.0,4.9,26.0,10.2,23.6,0.0,2.6,0.0,0-0,.000,1-3,.333,0-1,.000,,,,,,,,
1688,2009,Jr,6-6,Chris Echols,Georgia St.,CAA,3,5.0,-1.3,-10.7,60.7,23.3,45.5,46.0,11.8,6.2,10.7,50.0,10.4,0.0,18.2,1-2,.500,5-11,.455,0-0,.000,,,,,,,,
1689,,,,,Top 100 quality games:,Top 100:,1,3.6,-1.8,-13.4,39.1,25.6,50.0,40.4,9.3,0.0,0.0,58.3,9.8,0.0,50.0,0-1,.000,1-2,.500,0-0,.000,,,,,,,,
1690,,,,,Top 50 quality games:,Top 50:,1,16.3,-1.9,-13.4,37.6,24.1,50.0,40.4,9.0,0.0,0.0,58.8,8.8,0.0,50.0,0-1,.000,1-2,.500,0-0,.000,,,,,,,,
1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,2009,Sr,6-3,Lewis Clinch,Georgia Tech,ACC,24,66.0,2.7,1.7,98.7,22.9,47.3,49.3,2.6,8.1,17.6,17.5,0.5,1.1,19.1,45-66,.682,57-136,.419,71-210,.338,,,,,,,,
1693,,,,,Conf. games:,Conf. games:,16,86.4,2.6,1.8,97.4,22.2,47.6,48.6,2.7,8.6,19.6,16.7,0.5,1.1,14.6,20-33,.606,34-85,.400,49-141,.348,,,,,,,,
1694,,,,,Top 100 quality games:,Top 100:,19,78.2,3.1,2.1,99.2,23.5,48.8,50.4,2.6,7.6,18.1,17.3,0.5,1.0,14.3,29-41,.707,47-112,.420,62-175,.354,,,,,,,,
1695,,,,,Top 50 quality games:,Top 50:,12,87.1,3.9,3.1,100.3,26.0,50.5,51.9,2.6,8.3,17.4,17.1,0.5,0.7,15.4,21-31,.677,40-83,.482,41-118,.347,,,,,,,,
1696,2009,Sr,6-10,Alade Aminu,Georgia Tech,ACC,31,66.9,2.0,5.1,99.7,21.7,52.2,53.5,10.3,21.0,5.4,18.8,6.7,2.4,32.7,57-97,.588,155-297,.522,0-0,.000,,,,,,,,
1697,,,,,Conf. games:,Conf. games:,16,64.4,1.6,4.2,93.2,22.4,47.0,49.2,9.5,23.5,5.4,18.0,6.8,2.1,36.2,32-54,.593,70-149,.470,0-0,.000,,,,,,,,
1698,,,,,Top 100 quality games:,Top 100:,21,66.9,2.0,5.7,98.0,21.3,51.6,52.8,8.4,22.1,6.3,18.3,7.2,2.4,36.5,40-70,.571,99-192,.516,0-0,.000,,,,,,,,
1699,,,,,Top 50 quality games:,Top 50:,12,69.0,2.3,6.6,97.9,21.6,50.4,53.2,8.2,24.3,5.4,19.1,8.2,2.0,36.3,27-41,.659,57-113,.504,0-0,.000,,,,,,,,
1700,2009,Sr,6-1,Gary Cage,Georgia Tech,ACC,7,2.1,0.2,4.4,118.4,9.8,150.0,103.1,0.0,0.0,24.3,41.1,0.0,2.0,300.0,2-3,.667,0-0,.000,1-1,1.000,,,,,,,,
1701,,,,,Conf. games:,Conf. games:,2,0.3,-0.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1702,,,,,Top 100 quality games:,Top 100:,3,0.4,-0.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,53.8,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1703,,,,,Top 50 quality games:,Top 50:,2,0.4,-0.3,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1704,2009,Sr,6-9,Bassirou Dieng,Georgia Tech,ACC,9,4.4,-0.3,-1.9,77.8,12.3,90.0,74.6,5.9,17.3,3.2,48.3,5.6,1.0,100.0,2-5,.400,3-4,.750,1-1,1.000,,,,,,,,
1705,,,,,Conf. games:,Conf. games:,2,0.9,-0.4,-12.6,44.1,18.7,0.0,0.0,36.1,18.0,0.0,0.0,0.0,0.0,200.0,0-2,.000,0-1,.000,0-0,.000,,,,,,,,
1706,,,,,Top 100 quality games:,Top 100:,4,1.5,-0.7,-13.0,22.1,17.1,0.0,0.0,16.7,8.5,0.0,49.7,7.9,0.0,200.0,0-2,.000,0-1,.000,0-0,.000,,,,,,,,
1707,,,,,Top 50 quality games:,Top 50:,3,1.5,-0.3,-11.0,42.8,15.7,0.0,0.0,30.9,15.5,0.0,0.0,0.0,0.0,200.0,0-2,.000,0-1,.000,0-0,.000,,,,,,,,
1708,2009,Sr,6-11,Josh Heytvelt,Gonzaga,WCC,33,72.8,4.2,6.9,119.1,22.2,57.7,60.7,7.7,16.3,4.4,11.1,3.0,1.2,45.6,108-152,.711,159-277,.574,22-56,.393,,,,,,,,
1709,,,,,Conf. games:,Conf. games:,14,70.9,4.7,7.8,124.9,24.3,59.3,62.8,9.6,16.2,6.0,11.6,3.6,1.0,48.3,52-70,.743,74-128,.578,8-17,.471,,,,,,,,
1710,,,,,Top 100 quality games:,Top 100:,16,77.2,4.5,6.2,117.4,20.2,57.2,60.9,5.2,15.7,3.5,10.2,2.4,0.9,50.3,56-77,.727,68-117,.581,13-36,.361,,,,,,,,
1711,,,,,Top 50 quality games:,Top 50:,10,76.3,3.7,5.3,110.6,19.4,55.3,58.0,4.0,16.1,2.6,9.2,2.0,0.9,49.5,31-47,.660,39-69,.565,9-26,.346,,,,,,,,
1712,2009,Sr,6-8,Micah Downs,Gonzaga,WCC,33,63.5,3.1,6.4,120.9,17.3,53.4,57.9,5.9,13.5,7.7,10.0,2.0,2.0,34.0,65-80,.813,55-117,.470,47-118,.398,,,,,,,,
1713,,,,,Conf. games:,Conf. games:,14,60.0,3.0,6.4,125.7,17.1,51.8,58.0,7.6,12.7,9.0,10.3,3.3,2.1,45.9,32-39,.821,23-44,.523,14-41,.341,,,,,,,,
1714,,,,,Top 100 quality games:,Top 100:,16,61.1,2.6,5.5,112.3,16.8,48.6,53.2,5.0,13.6,7.2,7.7,1.5,2.0,35.5,29-38,.763,25-56,.446,18-51,.353,,,,,,,,
1715,,,,,Top 50 quality games:,Top 50:,10,62.0,2.5,6.4,111.6,15.4,51.5,55.1,3.6,13.8,8.0,8.6,1.6,2.4,27.7,14-18,.778,14-32,.438,13-33,.394,,,,,,,,
1716,2009,Sr,6-2,Jeremy Pargo,Gonzaga,WCC,33,74.5,2.8,4.2,106.6,21.6,52.0,54.3,3.4,8.8,27.9,22.0,0.5,2.7,24.9,49-70,.700,113-220,.514,22-61,.361,,,,,,,,
1717,,,,,Conf. games:,Conf. games:,14,74.5,2.1,2.6,102.7,21.6,48.0,51.0,4.6,8.1,20.0,21.5,0.3,3.3,27.6,24-34,.706,47-99,.475,8-24,.333,,,,,,,,
1718,,,,,Top 100 quality games:,Top 100:,16,79.1,3.3,4.6,103.5,22.5,54.1,56.0,2.6,8.7,28.4,22.9,0.8,2.6,25.7,26-38,.684,62-119,.521,12-29,.414,,,,,,,,
1719,,,,,Top 50 quality games:,Top 50:,10,77.8,2.3,2.8,92.1,24.3,48.4,51.0,2.9,9.4,34.9,27.5,1.0,2.6,25.0,16-23,.696,40-77,.519,3-15,.200,,,,,,,,
1720,2009,So,6-11,Austin Daye,Gonzaga,WCC,33,65.4,2.4,6.5,102.6,24.4,53.6,56.2,4.7,22.1,8.1,18.9,8.1,1.6,32.4,72-104,.692,118-241,.490,36-80,.450,,,,,,,,
1721,,,,,Conf. games:,Conf. games:,14,65.0,2.9,7.4,109.7,24.9,55.9,59.3,7.3,23.9,9.3,20.1,9.1,1.3,40.9,38-52,.731,50-98,.510,14-29,.483,,,,,,,,
1722,,,,,Top 100 quality games:,Top 100:,16,67.2,1.9,5.1,93.8,23.3,50.7,53.5,3.4,20.3,4.9,19.8,8.3,1.4,31.8,33-48,.688,48-112,.429,19-39,.487,,,,,,,,
1723,,,,,Top 50 quality games:,Top 50:,10,66.3,1.9,5.9,92.7,23.1,50.5,53.5,2.1,18.2,6.0,18.8,7.9,1.9,26.5,19-26,.731,27-70,.386,15-28,.536,,,,,,,,
1724,2009,Sr,6-4,Ira Brown,Gonzaga,WCC,33,23.2,0.6,3.1,108.0,15.2,59.5,60.1,10.8,15.3,3.3,22.3,4.5,2.6,43.1,15-25,.600,30-48,.625,3-10,.300,,,,,,,,
1725,,,,,Conf. games:,Conf. games:,14,24.3,0.8,3.3,119.2,14.3,66.7,66.1,12.2,14.5,3.7,21.1,3.3,2.6,41.7,6-10,.600,16-22,.727,0-2,.000,,,,,,,,
1726,,,,,Top 100 quality games:,Top 100:,16,17.5,0.3,-0.5,96.0,15.8,50.0,54.0,8.7,16.1,0.0,22.3,3.5,1.5,33.3,6-8,.750,9-17,.529,2-7,.286,,,,,,,,
1727,,,,,Top 50 quality games:,Top 50:,10,19.0,-0.0,-1.0,80.0,17.4,47.1,51.7,4.4,18.5,0.0,28.9,4.0,2.2,41.2,5-7,.714,5-11,.455,2-6,.333,,,,,,,,
1728,2009,Sr,6-2,Andrew Sorenson,Gonzaga,WCC,18,5.6,0.4,5.0,119.4,16.9,60.0,61.3,3.3,4.1,0.0,9.2,0.0,2.3,16.0,3-4,.750,3-4,.750,8-21,.381,,,,,,,,
1729,,,,,Conf. games:,Conf. games:,7,5.2,0.5,5.8,134.7,11.5,78.6,78.6,0.0,3.4,0.0,17.6,0.0,2.0,0.0,0-0,.000,1-1,1.000,3-6,.500,,,,,,,,
1730,,,,,Top 100 quality games:,Top 100:,6,1.2,-0.2,-8.6,39.3,16.9,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1-2,.500,0-0,.000,0-2,.000,,,,,,,,
1731,,,,,Top 50 quality games:,Top 50:,3,1.2,-0.2,-11.9,38.3,27.1,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1-2,.500,0-0,.000,0-2,.000,,,,,,,,
1732,2009,Jr,6-5,Andrew Prestley,Grambling St.,SWAC,17,45.6,0.9,-4.2,90.8,23.4,41.8,44.7,7.1,13.0,15.4,15.5,1.0,1.9,25.1,30-46,.652,69-159,.434,5-24,.208,,,,,,,,
1733,,,,,Conf. games:,Conf. games:,7,26.3,0.8,-3.6,95.5,23.1,50.0,50.5,6.5,14.6,15.8,18.0,1.7,2.6,13.2,5-9,.556,34-65,.523,0-3,.000,,,,,,,,
1734,,,,,Top 100 quality games:,Top 100:,3,84.2,0.2,-6.1,78.4,22.9,31.6,36.3,8.1,10.7,15.7,14.7,0.0,1.7,26.3,7-10,.700,9-30,.300,2-8,.250,,,,,,,,
1735,,,,,Top 50 quality games:,Top 50:,3,84.2,0.2,-6.1,78.4,22.9,31.6,36.3,8.1,10.7,15.7,14.7,0.0,1.7,26.3,7-10,.700,9-30,.300,2-8,.250,,,,,,,,
1736,2009,So,6-2,Jordan Lemons,Grambling St.,SWAC,28,41.8,0.2,-7.2,92.3,19.5,48.5,50.1,2.2,10.4,16.2,20.3,1.1,1.3,21.3,18-29,.621,48-102,.471,12-34,.353,,,,,,,,
1737,,,,,Conf. games:,Conf. games:,18,57.0,0.3,-7.5,93.4,20.3,50.4,51.8,2.1,10.2,15.8,21.8,1.0,1.3,20.0,15-24,.625,44-88,.500,11-32,.344,,,,,,,,
1738,,,,,Top 100 quality games:,Top 100:,3,20.0,-0.1,-6.9,76.6,21.1,25.0,35.4,7.6,16.9,0.0,11.2,0.0,2.4,50.0,3-4,.750,2-7,.286,0-1,.000,,,,,,,,
1739,,,,,Top 50 quality games:,Top 50:,3,20.0,-0.1,-6.9,76.6,21.1,25.0,35.4,7.6,16.9,0.0,11.2,0.0,2.4,50.0,3-4,.750,2-7,.286,0-1,.000,,,,,,,,
1740,2009,Jr,6-4,Ibrahim Kpaka,Grambling St.,SWAC,28,55.7,-0.1,-6.9,80.1,26.8,38.1,41.6,3.8,11.1,12.6,19.3,0.3,2.2,33.2,49-81,.605,36-102,.353,38-142,.268,,,,,,,,
1741,,,,,Conf. games:,Conf. games:,18,50.2,-0.4,-7.8,80.1,24.4,38.8,41.7,3.8,10.3,12.4,20.5,0.6,2.3,29.6,22-37,.595,23-62,.371,17-63,.270,,,,,,,,
1742,,,,,Top 100 quality games:,Top 100:,3,67.5,3.3,-1.8,100.9,29.5,51.4,53.9,5.6,11.7,19.6,16.6,0.0,0.7,44.4,10-16,.625,5-15,.333,9-21,.429,,,,,,,,
1743,,,,,Top 50 quality games:,Top 50:,3,67.5,3.3,-1.8,100.9,29.5,51.4,53.9,5.6,11.7,19.6,16.6,0.0,0.7,44.4,10-16,.625,5-15,.333,9-21,.429,,,,,,,,
1744,2009,So,6-7,Marcus Coleman,Grambling St.,SWAC,27,56.7,-0.2,-6.7,89.1,16.9,48.9,51.3,6.6,12.9,7.3,25.0,2.2,2.1,29.8,27-42,.643,69-141,.489,0-0,.000,,,,,,,,
1745,,,,,Conf. games:,Conf. games:,18,61.5,0.4,-4.9,97.9,17.3,56.7,59.1,6.1,14.6,7.9,26.0,2.4,2.6,32.0,22-31,.710,55-97,.567,0-0,.000,,,,,,,,
1746,,,,,Top 100 quality games:,Top 100:,3,54.2,-3.2,-13.4,41.6,16.1,14.3,18.3,8.4,6.2,3.9,27.1,0.0,1.8,35.7,2-5,.400,2-14,.143,0-0,.000,,,,,,,,
1747,,,,,Top 50 quality games:,Top 50:,3,54.2,-3.2,-13.4,41.6,16.1,14.3,18.3,8.4,6.2,3.9,27.1,0.0,1.8,35.7,2-5,.400,2-14,.143,0-0,.000,,,,,,,,
1748,2009,So,6-5,Jarred Riley,Grambling St.,SWAC,27,57.1,-0.2,-7.1,90.7,15.5,51.2,53.6,5.3,12.8,4.6,24.6,4.8,0.6,44.0,34-55,.618,64-125,.512,0-0,.000,,,,,,,,
1749,,,,,Conf. games:,Conf. games:,18,59.9,-0.3,-7.7,90.1,16.4,51.7,53.3,5.2,13.4,5.4,24.8,5.3,0.7,38.2,20-34,.588,46-89,.517,0-0,.000,,,,,,,,
1750,,,,,Top 100 quality games:,Top 100:,3,54.2,0.1,-4.5,89.0,14.2,46.2,46.3,4.2,18.7,0.0,12.3,7.6,0.0,69.2,4-9,.444,6-13,.462,0-0,.000,,,,,,,,
1751,,,,,Top 50 quality games:,Top 50:,3,54.2,0.1,-4.5,89.0,14.2,46.2,46.3,4.2,18.7,0.0,12.3,7.6,0.0,69.2,4-9,.444,6-13,.462,0-0,.000,,,,,,,,
1752,2009,Sr,6-5,Corrie Austin,Grambling St.,SWAC,22,20.9,-0.6,-7.8,85.4,10.1,58.3,52.2,8.3,11.2,3.6,30.2,3.6,0.8,50.0,3-12,.250,14-24,.583,0-0,.000,,,,,,,,
1753,,,,,Conf. games:,Conf. games:,17,30.6,-0.6,-7.7,89.4,10.6,58.3,53.0,9.5,10.9,2.6,28.6,3.3,0.8,45.8,3-11,.273,14-24,.583,0-0,.000,,,,,,,,
1754,,,,,Top 100 quality games:,Top 100:,1,2.5,-1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0.0,41.2,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1755,,,,,Top 50 quality games:,Top 50:,1,2.5,-1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0.0,41.2,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1756,2009,Sr,6-7,Jamal Breaux,Grambling St.,SWAC,16,36.8,-0.7,-9.3,80.3,17.8,46.5,46.0,11.8,13.3,6.9,28.4,0.5,0.6,73.2,22-52,.423,33-71,.465,0-0,.000,,,,,,,,
1757,,,,,Conf. games:,Conf. games:,6,24.8,0.7,-7.1,99.9,17.6,66.7,57.6,15.2,13.5,8.6,23.1,0.0,0.3,60.6,5-20,.250,22-33,.667,0-0,.000,,,,,,,,
1758,,,,,Top 100 quality games:,Top 100:,3,57.5,-2.0,-14.1,58.2,17.7,33.3,40.4,5.3,13.7,7.9,41.7,0.0,0.0,50.0,4-6,.667,4-12,.333,0-0,.000,,,,,,,,
1759,,,,,Top 50 quality games:,Top 50:,3,57.5,-2.0,-14.1,58.2,17.7,33.3,40.4,5.3,13.7,7.9,41.7,0.0,0.0,50.0,4-6,.667,4-12,.333,0-0,.000,,,,,,,,
1760,2009,So,6-3,Quincy Hall,Grambling St.,SWAC,9,2.8,-0.5,-17.8,46.3,16.4,21.4,21.4,7.2,3.8,6.3,34.7,0.0,0.0,0.0,0-0,.000,0-0,.000,1-7,.143,,,,,,,,
1761,,,,,Conf. games:,Conf. games:,5,1.8,-0.7,-22.5,0.0,11.3,0.0,0.0,0.0,9.4,0.0,41.9,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,,,,,
1762,,,,,Top 100 quality games:,Top 100:,1,1.7,-0.6,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1763,,,,,Top 50 quality games:,Top 50:,1,1.7,-0.6,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1764,2009,Sr,6-8,Ryan Tillema,Green Bay,Horz,25,54.7,4.6,8.7,122.2,26.8,57.7,61.4,4.5,15.5,13.1,11.0,1.9,1.7,43.2,94-124,.758,62-132,.470,69-155,.445,,,,,,,,
1765,,,,,Conf. games:,Conf. games:,16,62.6,5.2,9.5,125.2,26.0,57.3,61.5,5.1,17.0,12.9,9.5,2.3,1.8,49.7,67-89,.753,41-85,.482,41-94,.436,,,,,,,,
1766,,,,,Top 100 quality games:,Top 100:,7,65.6,6.7,12.7,129.4,24.3,60.6,63.8,5.6,20.3,11.9,4.7,2.3,1.4,51.2,30-41,.732,23-46,.500,17-34,.500,,,,,,,,
1767,,,,,Top 50 quality games:,Top 50:,2,41.7,2.6,6.5,103.8,21.8,50.0,52.0,2.2,23.2,16.1,5.5,0.0,1.2,78.6,6-11,.545,4-7,.571,2-7,.286,,,,,,,,
1768,2009,Sr,6-9,Mike Schachtner,Green Bay,Horz,31,61.8,3.5,3.3,120.1,22.1,51.1,59.6,8.8,12.9,7.9,13.6,0.8,0.9,52.9,112-126,.889,75-166,.452,31-72,.431,,,,,,,,
1769,,,,,Conf. games:,Conf. games:,18,60.8,3.2,2.2,118.1,21.4,50.4,58.8,8.5,12.0,7.9,14.5,0.3,1.0,53.9,60-69,.870,39-89,.438,17-39,.436,,,,,,,,
1770,,,,,Top 100 quality games:,Top 100:,8,65.0,3.2,1.2,105.8,23.4,42.4,52.5,8.0,12.7,4.5,12.4,0.0,0.6,40.3,29-29,1.000,17-46,.370,9-26,.346,,,,,,,,
1771,,,,,Top 50 quality games:,Top 50:,3,62.5,3.6,5.2,109.6,24.4,42.3,54.4,7.5,13.8,3.7,6.5,0.0,0.8,50.0,13-13,1.000,8-18,.444,2-8,.250,,,,,,,,
