,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
2133,Conf. games:,Conf. games:,11,6.0,-0.2,78.9,15.7,57.1,57.1,0.0,13.2,15.7,42.2,0.0,0.0,0.0,0-0,.000,1-1,1.000,2-6,.333,,,,,,,,
2134,Top 100 quality games:,Top 100:,1,0.6,-0.5,0.0,54.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,2018,Fr,6-8,Callum Kimberley,Idaho St.,BSky,7,1.6,-0.6,20.2,11.3,0.0,0.0,7.0,0.0,0.0,55.5,0.0,6.3,100.0,0-1,.000,0-1,.000,0-0,.000,,,,
2137,Conf. games:,Conf. games:,7,2.5,-0.6,21.5,11.5,0.0,0.0,7.3,0.0,0.0,55.0,0.0,6.4,100.0,0-1,.000,0-1,.000,0-0,.000,,,,,,,,
2138,Top 100 quality games:,Top 100:,1,2.5,-1.2,0.0,13.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,2018,Sr,6-9,Tai Odiase,Illinois Chicago,Horz,34,63.4,1.6,112.3,16.8,56.4,58.1,10.3,13.1,1.8,13.7,11.6,1.5,47.3,65-104,.625,124-220,.564,0-0,.000,,,,
2141,Conf. games:,Conf. games:,18,64.4,1.9,116.9,16.7,58.5,59.5,10.9,12.0,1.6,11.8,12.8,2.1,51.7,37-61,.607,69-118,.585,0-0,.000,,,,,,,,
2142,Top 100 quality games:,Top 100:,4,70.0,-0.1,87.8,14.7,42.3,43.6,8.2,10.4,3.7,15.5,10.4,0.5,30.8,4-8,.500,11-26,.423,0-0,.000,,,,,,,,
2143,,,,,Top 50 quality games:,Top 50:,2,77.5,1.9,99.5,17.7,42.1,44.4,12.4,13.1,6.7,9.4,10.4,0.8,26.3,3-5,.600,8-19,.421,0-0,.000,,,,
2144,2018,Sr,6-8,Clint Robinson,Illinois Chicago,Horz,32,35.1,0.7,113.3,13.6,60.3,66.3,11.1,16.8,2.2,24.2,6.6,0.8,88.2,46-60,.767,41-65,.631,0-3,.000,,,,
2145,Conf. games:,Conf. games:,16,30.3,0.3,105.0,13.8,70.0,68.7,13.2,15.6,3.1,32.2,9.0,0.5,60.0,11-18,.611,21-28,.750,0-2,.000,,,,,,,,
2146,Top 100 quality games:,Top 100:,4,40.6,2.7,147.4,9.4,66.7,75.9,6.3,21.4,0.0,8.4,4.1,0.8,66.7,6-6,1.000,6-9,.667,0-0,.000,,,,,,,,
2147,,,,,Top 50 quality games:,Top 50:,2,56.3,5.0,162.2,9.5,80.0,89.2,7.3,27.1,0.0,12.0,3.6,1.1,120.0,6-6,1.000,4-5,.800,0-0,.000,,,,
2148,2018,So,6-7,Dikembe Dixson,Illinois Chicago,Horz,30,65.2,0.5,88.0,25.7,42.7,48.6,2.4,9.2,5.1,20.2,0.5,2.1,43.7,112-153,.732,97-245,.396,35-105,.333,,,,
2149,Conf. games:,Conf. games:,18,71.7,0.8,92.2,25.2,44.0,50.4,1.3,8.7,4.3,18.2,0.4,2.6,43.8,70-91,.769,60-147,.408,21-61,.344,,,,,,,,
2150,Top 100 quality games:,Top 100:,3,51.3,-0.7,69.5,25.8,35.9,39.3,1.3,7.1,8.3,21.7,0.0,0.0,40.6,7-13,.538,10-23,.435,1-9,.111,,,,,,,,
2151,,,,,Top 50 quality games:,Top 50:,2,73.8,1.8,91.2,24.5,47.7,50.5,0.0,9.2,7.7,17.8,0.0,0.0,54.5,7-12,.583,9-16,.563,1-6,.167,,,,
2152,2018,Jr,6-7,Naradain James,Illinois Chicago,Horz,2,1.3,-1.2,51.4,22.5,14.3,18.9,12.6,11.2,0.0,13.4,15.9,0.0,28.6,1-2,.500,1-4,.250,0-3,.000,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,Total:,1-2,.500,1-4,.250,0-3,.000,,,,,,,,,,,,,,,,,,,,,,,
2155,,,,,DUNKS,At the rim,Other 2-PT, 3-Pt Jumpers,,,,,,,,,,,,,,,,,,,,,,
2156,2018,Jr,6-7,Leron Black,Illinois,B10,30,61.2,3.6,114.4,25.7,57.4,60.4,8.0,18.6,7.5,15.5,1.2,0.7,26.7,72-90,.800,162-295,.549,21-42,.500,,,,
2157,Conf. games:,Conf. games:,18,64.1,4.3,116.2,26.6,60.4,62.9,7.6,17.6,4.5,14.5,1.4,0.7,24.2,41-51,.804,102-180,.567,17-31,.548,,,,,,,,
2158,Top 100 quality games:,Top 100:,19,68.2,3.8,110.3,26.3,56.2,59.3,7.7,18.5,5.4,15.6,1.5,0.8,24.7,46-56,.821,102-194,.526,17-33,.515,,,,,,,,
2159,,,,,Top 50 quality games:,Top 50:,8,64.7,4.4,112.9,27.4,56.2,59.4,6.4,15.6,6.6,12.5,0.0,0.6,21.6,18-21,.857,41-82,.500,9-15,.600,,,,
2160,2018,Sr,6-5,Mark Alstork,Illinois,B10,31,55.9,0.7,96.4,17.0,38.0,45.5,6.5,12.8,13.2,20.5,1.9,2.0,43.8,55-71,.775,36-86,.419,17-76,.224,,,,
2161,Conf. games:,Conf. games:,18,58.5,1.1,98.1,16.9,43.8,50.5,4.8,11.7,9.8,20.1,2.4,2.3,45.8,34-44,.773,24-52,.462,12-44,.273,,,,,,,,
2162,Top 100 quality games:,Top 100:,19,57.5,0.7,92.8,17.2,38.5,45.4,4.8,14.3,12.1,19.2,1.7,2.1,39.4,32-41,.780,25-60,.417,10-44,.227,,,,,,,,
2163,,,,,Top 50 quality games:,Top 50:,8,55.0,0.2,85.0,16.9,36.9,42.3,3.8,15.8,7.6,17.9,3.1,2.0,38.1,11-16,.688,11-26,.423,3-16,.188,,,,
2164,2018,Jr,6-6,Cameron Liss,Illinois,B10,7,1.0,-0.6,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
2165,Conf. games:,Conf. games:,4,0.8,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2166,Top 100 quality games:,Top 100:,3,0.6,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2167,,,,,Top 50 quality games:,Top 50:,2,0.6,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2168,2018,Fr,6-10,Matic Vesel,Illinois,B10,15,4.9,-0.4,65.1,13.3,33.3,35.7,1.8,8.9,13.1,35.1,1.9,0.0,133.3,3-8,.375,2-6,.333,0-0,.000,,,,
2169,Conf. games:,Conf. games:,10,5.0,-0.1,82.3,11.6,25.0,42.4,0.0,4.0,13.4,27.2,3.5,0.0,100.0,3-4,.750,1-4,.250,0-0,.000,,,,,,,,
2170,Top 100 quality games:,Top 100:,9,3.9,-0.1,82.2,10.7,33.3,50.6,0.0,4.9,11.4,36.2,0.0,0.0,66.7,2-2,1.000,1-3,.333,0-0,.000,,,,,,,,
2171,,,,,Top 50 quality games:,Top 50:,4,2.8,-0.5,24.6,13.2,0.0,0.0,0.0,16.3,18.3,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2172,2018,Fr,6-8,Taylor Bruninga,Illinois St.,MVC,28,36.7,0.8,108.3,13.1,52.7,54.5,3.2,10.4,4.5,10.0,1.4,0.6,18.6,15-21,.714,10-19,.526,33-94,.351,,,,
2173,Conf. games:,Conf. games:,14,28.8,1.1,111.2,15.6,54.5,55.8,3.3,11.0,6.7,10.6,1.6,0.6,28.6,10-16,.625,5-8,.625,17-48,.354,,,,,,,,
2174,Top 100 quality games:,Top 100:,10,36.1,0.9,110.6,11.7,56.3,57.9,3.1,9.4,1.1,11.1,2.7,0.7,7.5,3-3,1.000,6-9,.667,11-31,.355,,,,,,,,
2175,,,,,Top 50 quality games:,Top 50:,2,25.8,-2.2,49.9,13.1,25.0,25.0,6.9,22.3,0.0,28.4,0.0,1.9,0.0,0-0,.000,0-1,.000,1-5,.200,,,,
2176,2018,Fr,6-4,Elijah Clarance,Illinois St.,MVC,21,17.8,-0.6,64.7,25.3,25.8,34.7,1.4,8.9,22.0,31.2,0.5,2.5,47.0,22-31,.710,14-43,.326,2-23,.087,,,,
2177,Conf. games:,Conf. games:,16,29.0,-0.5,69.4,25.9,27.9,37.0,1.1,9.4,23.5,30.6,0.5,2.7,50.8,22-31,.710,14-38,.368,2-23,.087,,,,,,,,
2178,Top 100 quality games:,Top 100:,5,7.0,-1.0,38.8,25.4,0.0,21.3,3.2,16.1,14.7,46.3,0.0,1.7,71.4,4-5,.800,0-6,.000,0-1,.000,,,,,,,,
2179,,,,,Top 50 quality games:,Top 50:,1,5.8,-0.9,45.0,44.0,0.0,41.2,0.0,33.0,25.2,56.5,0.0,0.0,300.0,2-3,.667,0-1,.000,0-0,.000,,,,
2180,2018,So,6-3,Madison Williams,Illinois St.,MVC,30,55.9,-0.7,82.9,14.3,42.2,43.9,1.2,9.8,9.9,21.5,1.4,2.5,10.2,13-17,.765,16-52,.308,36-114,.316,,,,
2181,Conf. games:,Conf. games:,16,52.8,-1.1,79.1,13.4,39.9,40.9,1.2,10.6,8.7,22.4,1.5,2.3,7.1,4-6,.667,5-19,.263,19-65,.292,,,,,,,,
2182,Top 100 quality games:,Top 100:,12,59.0,-0.5,81.7,16.1,45.1,46.5,1.1,11.1,9.4,24.8,0.8,2.4,12.7,6-9,.667,5-27,.185,18-44,.409,,,,,,,,
2183,,,,,Top 50 quality games:,Top 50:,3,53.3,-4.1,31.7,16.1,13.6,20.9,0.0,14.4,5.7,45.0,2.0,1.8,18.2,2-2,1.000,0-3,.000,1-8,.125,,,,
2184,2018,Sr,6-0,Jerron Martin,Illinois St.,MVC,9,7.2,-0.5,72.4,18.6,32.7,35.8,1.2,5.8,16.3,23.0,0.0,3.7,15.4,3-4,.750,4-10,.400,3-16,.188,,,,
2185,Top 100 quality games:,Top 100:,5,10.9,0.4,99.6,15.8,36.7,38.8,2.0,6.2,26.1,6.8,0.0,2.2,6.7,1-1,1.000,4-6,.667,1-9,.111,,,,,,,,
2186,Top 50 quality games:,Top 50:,1,15.8,1.3,102.7,22.6,37.5,41.3,0.0,12.1,38.6,0.0,0.0,3.1,12.5,1-1,1.000,3-3,1.000,0-5,.000,,,,,,,,
2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,2018,Fr,6-5,Luke Litwiller,Illinois St.,MVC,8,2.4,-0.1,100.8,5.0,33.3,33.3,3.5,6.8,5.5,0.0,0.0,3.6,0.0,0-0,.000,1-1,1.000,0-2,.000,,,,
2189,Conf. games:,Conf. games:,3,1.0,-0.8,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,8.4,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2190,Top 100 quality games:,Top 100:,4,4.7,-0.3,91.4,2.9,0.0,0.0,4.7,4.7,7.2,0.0,0.0,2.5,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
2191,,,,,Top 50 quality games:,Top 50:,1,4.2,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2192,2018,Sr,6-5,Shawn Johnson,Incarnate Word,Slnd,24,84.0,1.9,107.2,18.4,51.5,55.2,3.8,18.4,11.6,14.6,4.5,1.9,40.7,65-92,.707,40-87,.460,51-139,.367,,,,
2193,Conf. games:,Conf. games:,18,84.9,1.9,108.6,18.7,51.2,55.3,3.7,18.5,11.2,13.5,4.9,1.7,43.0,53-74,.716,31-63,.492,38-109,.349,,,,,,,,
2194,Top 100 quality games:,Top 100:,4,73.1,1.6,100.2,15.9,43.8,46.1,4.0,15.4,16.6,11.6,0.8,3.7,25.0,5-8,.625,5-12,.417,6-20,.300,,,,,,,,
2195,,,,,Top 50 quality games:,Top 50:,3,73.3,1.2,96.4,14.9,40.9,44.3,2.6,13.6,16.6,12.2,1.2,4.3,27.3,4-6,.667,3-8,.375,4-14,.286,,,,
2196,2018,Fr,6-7,Keaton Hervey,Incarnate Word,Slnd,21,50.3,0.5,93.6,20.2,42.0,51.1,3.6,6.8,9.9,20.6,1.0,1.2,63.2,61-79,.772,39-93,.419,9-32,.281,,,,
2197,Conf. games:,Conf. games:,15,48.6,0.7,96.9,21.5,44.0,53.3,4.0,6.5,10.2,20.5,0.3,1.0,70.7,50-65,.769,30-69,.435,7-23,.304,,,,,,,,
2198,Top 100 quality games:,Top 100:,4,60.0,-0.1,79.1,19.1,40.9,48.9,2.4,8.8,6.6,29.5,2.9,2.2,63.6,10-14,.714,6-15,.400,2-7,.286,,,,,,,,
2199,,,,,Top 50 quality games:,Top 50:,3,66.7,0.2,83.6,17.4,41.2,49.5,2.9,9.5,7.8,26.9,3.8,2.0,64.7,8-11,.727,4-11,.364,2-6,.333,,,,
2200,2018,Jr,6-6,Simi Socks,Incarnate Word,Slnd,21,34.5,0.3,86.0,27.5,47.7,54.5,9.9,10.9,5.8,30.7,1.5,0.8,47.2,41-51,.804,41-88,.466,7-20,.350,,,,
2201,Conf. games:,Conf. games:,15,23.6,-0.8,64.9,27.9,33.7,42.3,9.0,10.9,3.9,37.4,1.7,0.7,38.5,17-20,.850,16-41,.390,1-11,.091,,,,,,,,
2202,Top 100 quality games:,Top 100:,4,60.6,2.2,96.8,26.0,55.4,58.1,13.1,12.0,8.8,25.7,0.0,1.1,24.3,7-9,.778,19-32,.594,1-5,.200,,,,,,,,
2203,,,,,Top 50 quality games:,Top 50:,3,65.8,2.4,94.7,27.3,55.0,58.4,11.6,12.4,10.7,27.3,0.0,1.4,30.0,7-9,.778,15-27,.556,1-3,.333,,,,
2204,2018,Sr,6-4,Sam Burmeister,Incarnate Word,Slnd,22,54.3,0.2,96.1,16.5,53.4,55.3,0.2,11.1,8.6,20.8,0.0,1.3,28.6,25-38,.658,35-73,.479,24-60,.400,,,,
2205,Conf. games:,Conf. games:,16,56.3,0.2,95.9,17.5,50.5,53.1,0.3,11.3,8.5,18.5,0.0,1.3,28.8,22-32,.688,29-63,.460,18-48,.375,,,,,,,,
2206,Top 100 quality games:,Top 100:,4,47.5,0.2,92.3,12.4,60.0,59.6,0.0,8.4,5.7,28.5,0.0,0.7,13.3,1-2,.500,3-7,.429,4-8,.500,,,,,,,,
2207,,,,,Top 50 quality games:,Top 50:,3,51.7,0.7,95.2,14.6,64.3,63.5,0.0,8.8,7.2,29.5,0.0,0.9,14.3,1-2,.500,3-6,.500,4-8,.500,,,,
2208,2018,Jr,7-0,Konstantin Kulikov,Incarnate Word,Slnd,14,19.8,-0.3,83.1,20.2,46.2,48.1,9.9,17.9,7.3,27.6,9.3,0.6,21.2,7-11,.636,24-50,.480,0-2,.000,,,,
2209,Conf. games:,Conf. games:,13,24.9,-0.2,86.9,19.5,48.9,50.8,10.5,18.9,6.5,27.8,9.7,0.6,24.4,7-11,.636,22-43,.512,0-2,.000,,,,,,,,
2210,Top 100 quality games:,Top 100:,2,12.5,0.3,75.6,36.8,27.3,38.8,11.6,5.3,12.3,22.0,9.3,0.0,36.4,4-4,1.000,3-11,.273,0-0,.000,,,,,,,,
2211,,,,,Top 50 quality games:,Top 50:,1,9.2,-0.9,52.9,37.0,28.6,28.6,0.0,0.0,24.1,26.3,0.0,0.0,0.0,0-0,.000,2-7,.286,0-0,.000,,,,
2212,2018,Jr,6-8,Devin Wyatt,Incarnate Word,Slnd,17,22.4,-0.6,86.7,10.7,39.3,43.8,7.1,9.7,1.8,19.5,10.9,0.5,64.3,10-18,.556,11-27,.407,0-1,.000,,,,
2213,Conf. games:,Conf. games:,12,23.2,-0.2,99.4,9.3,47.1,52.8,5.6,11.1,1.2,18.3,11.0,0.3,94.1,10-16,.625,8-16,.500,0-1,.000,,,,,,,,
2214,Top 100 quality games:,Top 100:,4,28.1,-1.1,57.3,16.5,30.0,27.4,12.9,7.1,4.5,29.1,10.3,1.2,20.0,0-2,.000,3-10,.300,0-0,.000,,,,,,,,
2215,,,,,Top 50 quality games:,Top 50:,3,30.8,-0.7,66.6,17.3,30.0,30.0,15.4,5.9,5.7,25.1,11.0,1.4,0.0,0-0,.000,3-10,.300,0-0,.000,,,,
2216,2018,Sr,5-11,Jalin Hart,Incarnate Word,Slnd,8,23.8,-0.8,74.8,24.5,38.5,42.4,2.6,6.2,26.4,30.9,0.9,2.5,41.5,16-27,.593,16-41,.390,6-24,.250,,,,
2217,Conf. games:,Conf. games:,2,7.4,-1.8,68.3,22.3,33.3,35.5,4.4,6.2,19.8,29.0,0.0,3.2,26.7,2-4,.500,2-6,.333,2-9,.222,,,,,,,,
2218,Top 100 quality games:,Top 100:,3,45.6,-0.2,74.4,23.1,41.3,46.4,0.0,4.4,15.8,32.0,0.0,2.2,26.1,5-6,.833,8-17,.471,1-6,.167,,,,,,,,
2219,,,,,Top 50 quality games:,Top 50:,3,60.8,-0.2,74.3,23.2,41.3,46.4,0.0,4.5,15.7,31.6,0.0,2.2,26.1,5-6,.833,8-17,.471,1-6,.167,,,,
2220,2018,Jr,6-6,Myles Thornton,Incarnate Word,Slnd,11,1.7,-0.5,0.0,6.0,0.0,0.0,0.0,6.8,0.0,58.4,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
2221,Conf. games:,Conf. games:,8,1.5,-0.4,0.0,8.9,0.0,0.0,0.0,9.9,0.0,58.6,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
2222,Top 100 quality games:,Top 100:,3,3.1,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2223,,,,,Top 50 quality games:,Top 50:,3,4.2,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2224,2018,Sr,6-3,Robert Johnson,Indiana,B10,31,84.5,2.3,101.0,21.9,51.8,53.9,0.7,14.7,16.0,19.3,0.6,1.4,22.2,57-81,.704,90-188,.479,66-177,.373,,,,
2225,Conf. games:,Conf. games:,18,86.0,3.0,102.4,22.6,52.6,54.9,0.9,16.1,17.5,18.2,0.5,1.7,24.3,37-52,.712,51-112,.455,41-102,.402,,,,,,,,
2226,Top 100 quality games:,Top 100:,18,87.8,2.9,100.8,22.2,50.7,53.7,0.9,16.2,15.7,18.6,0.5,1.5,22.6,38-49,.776,50-112,.446,40-105,.381,,,,,,,,
2227,,,,,Top 50 quality games:,Top 50:,12,85.7,1.7,90.5,22.2,44.2,48.2,0.8,16.4,13.1,20.8,0.3,1.0,25.2,27-35,.771,33-79,.418,19-60,.317,,,,
2228,2018,Sr,6-1,Josh Newkirk,Indiana,B10,31,57.5,1.1,97.0,19.9,45.3,50.2,1.9,8.6,22.0,23.3,1.3,1.2,29.5,46-57,.807,44-98,.449,29-95,.305,,,,
2229,Conf. games:,Conf. games:,18,58.8,0.3,87.1,18.8,40.0,45.2,1.9,7.8,18.7,24.5,1.3,0.8,26.7,23-28,.821,24-58,.414,12-47,.255,,,,,,,,
2230,Top 100 quality games:,Top 100:,18,60.0,0.4,85.5,19.8,41.7,46.6,1.8,9.5,19.3,27.7,1.6,0.3,25.7,23-28,.821,23-55,.418,15-54,.278,,,,,,,,
2231,,,,,Top 50 quality games:,Top 50:,12,65.3,1.0,90.7,19.3,41.7,45.9,2.4,9.2,21.7,23.5,0.7,0.2,21.4,15-18,.833,17-40,.425,12-44,.273,,,,
2232,2018,Sr,6-7,Collin Hartman,Indiana,B10,23,28.2,0.9,105.8,16.0,45.3,47.3,6.2,14.3,12.0,11.4,1.3,1.5,16.8,11-16,.688,19-29,.655,16-66,.242,,,,
2233,Conf. games:,Conf. games:,15,31.5,0.9,103.3,16.7,42.1,44.5,4.1,17.1,15.6,7.8,2.0,1.8,22.2,9-14,.643,10-18,.556,11-45,.244,,,,,,,,
2234,Top 100 quality games:,Top 100:,14,34.3,1.2,104.9,16.5,44.7,46.8,5.5,13.1,13.7,10.2,1.8,1.0,21.2,9-14,.643,13-21,.619,11-45,.244,,,,,,,,
2235,,,,,Top 50 quality games:,Top 50:,9,29.3,0.7,96.8,16.4,38.8,42.0,6.9,14.2,8.3,10.3,1.5,0.4,15.0,5-6,.833,8-13,.615,5-27,.185,,,,
2236,2018,Sr,6-6,Freddie McSwain Jr.,Indiana,B10,31,36.1,0.8,99.2,19.7,44.6,48.4,15.3,20.7,6.5,18.5,4.5,1.3,69.3,40-70,.571,45-100,.450,0-1,.000,,,,
2237,Conf. games:,Conf. games:,18,39.7,0.9,99.2,18.5,39.4,44.1,12.9,21.0,8.4,12.3,3.9,1.0,60.6,23-40,.575,26-65,.400,0-1,.000,,,,,,,,
2238,Top 100 quality games:,Top 100:,18,33.9,0.5,94.7,17.6,41.1,43.0,12.6,18.9,7.7,15.2,2.8,1.5,42.9,12-24,.500,23-55,.418,0-1,.000,,,,,,,,
2239,,,,,Top 50 quality games:,Top 50:,12,34.5,0.6,93.6,17.9,44.7,44.7,13.0,18.1,4.8,16.0,2.0,1.4,50.0,8-19,.421,17-37,.459,0-1,.000,,,,
2240,2018,Sr,6-1,Brenton Scott,Indiana St.,MVC,29,80.4,1.9,95.8,24.4,48.0,50.9,1.4,19.1,15.9,18.4,0.7,3.1,25.5,67-94,.713,88-191,.461,59-177,.333,,,,
2241,Conf. games:,Conf. games:,18,83.8,2.9,102.4,24.5,52.0,55.5,1.7,19.0,17.8,20.4,0.4,3.0,30.9,51-68,.750,59-121,.488,37-99,.374,,,,,,,,
2242,Top 100 quality games:,Top 100:,9,80.6,1.9,93.9,24.2,49.5,52.9,1.2,22.4,16.4,23.9,0.4,2.4,25.5,20-26,.769,22-53,.415,19-49,.388,,,,,,,,
2243,,,,,Top 50 quality games:,Top 50:,3,77.5,0.7,85.0,23.0,43.1,44.0,2.3,21.5,15.1,15.4,1.1,2.4,22.2,4-8,.500,8-20,.400,5-16,.313,,,,
2244,2018,Sr,6-7,Brandon Murphy,Indiana St.,MVC,29,51.5,1.8,110.1,19.5,61.0,62.3,13.7,14.2,7.6,22.2,3.1,1.3,79.5,63-101,.624,76-125,.608,1-2,.500,,,,
2245,Conf. games:,Conf. games:,18,54.1,2.0,108.9,20.2,61.3,61.9,14.5,15.3,7.9,23.2,2.8,1.0,85.0,41-68,.603,49-80,.613,0-0,.000,,,,,,,,
2246,Top 100 quality games:,Top 100:,9,47.2,2.9,129.5,16.9,81.8,76.3,11.6,15.4,12.5,20.2,2.7,1.4,69.7,13-23,.565,27-33,.818,0-0,.000,,,,,,,,
2247,,,,,Top 50 quality games:,Top 50:,3,37.5,3.3,151.6,14.7,90.0,88.9,2.4,5.6,24.2,16.6,2.4,1.2,50.0,4-5,.800,9-10,.900,0-0,.000,,,,
2248,2018,Sr,6-5,Qiydar Davis,Indiana St.,MVC,27,59.1,1.7,103.6,20.0,53.0,56.3,5.2,15.7,8.4,18.5,3.0,3.2,29.9,48-64,.750,73-140,.521,27-74,.365,,,,
2249,Conf. games:,Conf. games:,16,57.9,2.0,106.7,18.9,55.2,58.3,4.3,14.9,6.6,18.8,2.6,4.0,26.6,26-33,.788,43-76,.566,17-48,.354,,,,,,,,
2250,Top 100 quality games:,Top 100:,8,53.3,1.7,98.9,21.9,50.0,51.6,6.0,12.4,14.5,19.2,3.6,2.7,14.9,7-10,.700,20-43,.465,9-24,.375,,,,,,,,
2251,,,,,Top 50 quality games:,Top 50:,3,58.3,0.3,80.4,26.2,39.3,43.1,4.6,17.9,16.9,21.0,4.6,2.4,25.0,5-7,.714,8-20,.400,2-8,.250,,,,
2252,2018,Fr,6-5,Matt Deady,Indiana St.,MVC,19,13.9,0.1,97.7,12.6,46.3,50.5,4.7,8.8,6.9,19.0,0.0,3.8,51.9,9-14,.643,11-22,.500,1-5,.200,,,,
2253,Conf. games:,Conf. games:,13,16.6,-0.2,90.1,11.0,46.2,52.1,5.6,7.1,5.9,30.3,0.0,4.3,69.2,6-9,.667,6-13,.462,0-0,.000,,,,,,,,
2254,Top 100 quality games:,Top 100:,7,14.7,0.8,131.8,8.7,40.0,54.1,11.0,4.7,0.0,0.0,0.0,2.2,140.0,5-7,.714,2-5,.400,0-0,.000,,,,,,,,
2255,,,,,Top 50 quality games:,Top 50:,1,1.7,-0.7,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2256,2018,Sr,6-5,Demonte Ojinnaka,Indiana St.,MVC,25,22.8,-0.5,80.5,12.2,39.2,39.9,0.8,8.9,6.2,17.1,0.9,0.4,5.0,2-3,.667,4-21,.190,13-39,.333,,,,
2257,Conf. games:,Conf. games:,14,22.3,-0.1,93.9,10.6,43.8,44.9,0.7,9.1,5.6,13.4,0.7,0.4,9.4,2-3,.667,2-11,.182,8-21,.381,,,,,,,,
2258,Top 100 quality games:,Top 100:,8,24.4,-0.5,78.2,12.4,44.4,44.4,0.0,7.1,6.6,26.6,0.0,0.0,0.0,0-0,.000,2-5,.400,4-13,.308,,,,,,,,
2259,,,,,Top 50 quality games:,Top 50:,3,33.3,-0.8,78.4,9.9,60.0,60.0,0.0,9.4,9.7,41.8,0.0,0.0,0.0,0-0,.000,0-1,.000,2-4,.500,,,,
2260,2018,So,6-4,Trey Knight III,Indiana St.,MVC,7,2.8,-0.8,42.1,11.7,0.0,34.5,3.3,7.2,4.9,57.3,0.0,0.0,400.0,2-4,.500,0-1,.000,0-0,.000,,,,
2261,Top 100 quality games:,Top 100:,1,0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,,,,,2017,Fr,6-4,Trey Knight III,Indiana St.,MVC,17,10.6,-0.9,61.9,8.7,23.3,25.1,1.6,7.4,10.7,25.0,0.8,2.6,13.3,1-2,.500,2-9,.222,1-6,.167
2264,2018,Fr,6-7,Ethan Claycomb,Indiana St.,MVC,6,1.5,-0.8,17.7,9.6,0.0,0.0,0.0,6.8,9.3,0.0,0.0,3.2,0.0,0-0,.000,0-1,.000,0-3,.000,,,,
2265,Conf. games:,Conf. games:,4,1.9,-0.8,23.8,9.4,0.0,0.0,0.0,0.0,11.8,0.0,0.0,4.1,0.0,0-0,.000,0-1,.000,0-2,.000,,,,,,,,
2266,Top 100 quality games:,Top 100:,1,0.6,-0.6,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2018,-,-,Roland Griffin,Iona,MAAC,34,59.1,2.0,107.0,23.8,54.4,57.3,6.0,18.2,11.6,15.5,2.9,1.1,45.2,85-127,.669,150-272,.551,2-9,.222,,,,
2269,Conf. games:,Conf. games:,19,61.6,2.1,106.4,26.7,53.4,56.1,6.8,19.5,13.6,14.7,2.4,1.2,50.0,57-89,.640,95-174,.546,0-4,.000,,,,,,,,
2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
