,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
1997,Conf. games:,Conf. games:,11,5.1,-0.5,43.4,12.4,20.0,18.3,7.5,20.0,0.0,29.4,0.0,0.0,20.0,0-1,.000,1-5,.200,0-0,.000,,,,,,,,
1998,Top 100 quality games:,Top 100:,4,22.5,-1.2,49.1,16.7,14.3,28.1,3.1,12.9,0.0,28.9,0.0,0.0,57.1,3-4,.750,1-7,.143,0-0,.000,,,,,,,,
1999,,,,,Top 50 quality games:,Top 50:,1,25.0,-0.1,78.1,19.9,0.0,51.7,0.0,23.5,0.0,28.2,0.0,0.0,400.0,3-4,.750,0-1,.000,0-0,.000,,,,
2000,2018,So,6-7,Luke Vargo,High Point,BSth,27,24.6,-0.2,94.4,12.1,49.0,51.2,3.1,14.7,4.2,22.5,1.4,0.5,16.7,6-8,.750,7-15,.467,11-33,.333,,,,
2001,Conf. games:,Conf. games:,18,25.7,-0.0,99.1,12.8,47.4,50.2,3.2,14.8,3.1,15.3,1.4,0.7,21.1,6-8,.750,6-14,.429,8-24,.333,,,,,,,,
2002,Top 100 quality games:,Top 100:,1,7.5,-0.9,0.0,19.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2003,,,,,Top 50 quality games:,Top 50:,1,7.5,-0.9,0.0,19.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2004,2018,Sr,6-0,Austin White,High Point,BSth,27,41.3,-0.8,84.9,12.0,36.1,39.9,1.8,6.3,6.2,14.6,0.6,2.2,27.7,15-23,.652,30-76,.395,0-7,.000,,,,
2005,Conf. games:,Conf. games:,18,40.4,-1.0,82.1,11.1,31.4,37.2,1.2,6.4,5.0,11.2,0.9,1.9,33.3,12-17,.706,16-45,.356,0-6,.000,,,,,,,,
2006,Top 100 quality games:,Top 100:,1,20.0,-2.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
2007,,,,,Top 50 quality games:,Top 50:,1,20.0,-2.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
2008,2018,Sr,6-9,Rokas Gustys,Hofstra,CAA,30,74.5,2.3,113.3,19.2,64.5,59.0,15.1,31.6,8.1,17.2,1.3,1.6,54.0,41-114,.360,136-211,.645,0-0,.000,,,,
2009,Conf. games:,Conf. games:,18,77.0,2.8,118.7,19.0,67.2,60.7,15.0,36.1,6.0,13.5,1.5,1.7,50.4,22-69,.319,92-137,.672,0-0,.000,,,,,,,,
2010,Top 100 quality games:,Top 100:,4,78.1,3.1,104.6,21.4,60.6,55.9,9.0,30.3,12.1,17.4,0.0,2.3,57.6,7-19,.368,20-33,.606,0-0,.000,,,,,,,,
2011,,,,,Top 50 quality games:,Top 50:,3,76.7,2.1,95.3,21.7,60.9,53.1,8.1,27.1,12.3,20.4,0.0,2.5,65.2,4-15,.267,14-23,.609,0-0,.000,,,,
2012,2018,Sr,6-9,Hunter Sabety,Hofstra,CAA,30,22.4,1.0,129.2,16.2,71.6,68.4,11.8,21.2,8.0,14.3,7.8,1.3,23.9,6-16,.375,48-67,.716,0-0,.000,,,,
2013,Conf. games:,Conf. games:,18,21.9,1.1,135.0,15.3,77.8,75.4,9.5,23.2,8.3,16.5,7.4,1.5,22.2,4-8,.500,28-36,.778,0-0,.000,,,,,,,,
2014,Top 100 quality games:,Top 100:,4,18.8,1.2,128.4,17.6,75.0,67.0,16.7,20.4,6.8,11.0,4.1,1.9,25.0,0-2,.000,6-8,.750,0-0,.000,,,,,,,,
2015,,,,,Top 50 quality games:,Top 50:,3,19.2,1.3,121.9,21.0,71.4,62.9,21.5,20.7,9.3,12.0,4.8,0.0,28.6,0-2,.000,5-7,.714,0-0,.000,,,,
2016,2018,Sr,6-6,Joel Angus III,Hofstra,CAA,20,28.6,1.0,113.6,14.7,47.6,52.2,9.6,16.2,3.0,10.1,1.5,1.3,28.0,19-23,.826,39-82,.476,0-0,.000,,,,
2017,Conf. games:,Conf. games:,9,10.2,-0.2,83.6,20.5,29.2,30.6,17.3,10.0,6.6,15.1,2.9,1.6,4.2,1-1,1.000,7-24,.292,0-0,.000,,,,,,,,
2018,Top 100 quality games:,Top 100:,4,43.1,0.2,95.8,11.6,43.8,43.8,5.4,10.6,0.0,7.3,1.8,0.0,0.0,0-0,.000,7-16,.438,0-0,.000,,,,,,,,
2019,,,,,Top 50 quality games:,Top 50:,3,52.5,1.0,105.2,10.9,46.7,46.7,3.9,11.3,0.0,0.0,0.0,0.0,0.0,0-0,.000,7-15,.467,0-0,.000,,,,
2020,2018,Jr,6-6,Karl Charles,Holy Cross,Pat,22,52.2,1.3,100.3,22.7,50.6,56.6,2.3,9.7,22.4,21.6,1.0,3.2,50.0,62-80,.775,48-81,.593,22-79,.278,,,,
2021,Conf. games:,Conf. games:,12,48.6,1.0,97.8,22.7,51.1,56.7,1.5,13.5,22.3,22.6,1.5,2.8,43.3,31-39,.795,31-46,.674,10-44,.227,,,,,,,,
2022,Top 100 quality games:,Top 100:,1,32.5,-0.9,71.9,24.4,57.1,53.4,4.2,17.8,9.1,36.4,3.7,0.0,42.9,1-3,.333,4-5,.800,0-2,.000,,,,,,,,
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2018,Sr,6-1,Rob Gray,Houston,Amer,34,77.4,5.1,115.9,29.9,50.9,56.3,2.5,10.4,28.5,14.2,0.4,2.1,40.4,158-197,.802,157-318,.494,61-170,.359,,,,
2025,Conf. games:,Conf. games:,18,78.9,4.5,113.2,28.5,49.8,54.0,2.4,9.1,32.9,16.1,0.6,2.3,31.7,59-76,.776,79-156,.506,27-84,.321,,,,,,,,
2026,Top 100 quality games:,Top 100:,15,83.5,4.5,100.7,33.4,45.5,50.3,3.1,10.6,24.6,15.5,0.2,1.7,33.6,65-85,.765,73-165,.442,28-88,.318,,,,,,,,
2027,,,,,Top 50 quality games:,Top 50:,7,85.4,4.9,96.4,37.2,42.0,48.1,5.5,10.5,20.3,15.0,0.0,1.8,33.3,36-44,.818,30-83,.361,17-49,.347,,,,
2028,2018,Sr,6-6,Devin Davis,Houston,Amer,35,64.9,2.4,109.3,21.5,48.9,51.8,7.0,19.8,10.0,11.3,3.2,1.5,30.1,66-97,.680,156-315,.495,1-7,.143,,,,
2029,Conf. games:,Conf. games:,18,59.4,2.5,114.1,20.5,52.1,54.9,7.9,17.3,10.0,12.9,2.5,1.7,21.9,25-32,.781,76-143,.531,0-3,.000,,,,,,,,
2030,Top 100 quality games:,Top 100:,15,72.0,3.0,104.3,23.4,46.9,50.8,7.5,20.8,8.0,11.7,3.3,1.1,33.3,38-53,.717,73-155,.471,1-4,.250,,,,,,,,
2031,,,,,Top 50 quality games:,Top 50:,7,73.2,2.6,96.8,23.6,44.3,48.4,5.4,22.3,7.0,12.5,4.1,1.2,44.3,20-31,.645,31-69,.449,0-1,.000,,,,
2032,2018,Sr,6-3,Wes VanBeck,Houston,Amer,29,34.9,1.4,112.3,18.6,55.6,59.5,6.7,11.9,11.1,21.2,0.5,1.8,38.4,37-48,.771,17-32,.531,35-93,.376,,,,
2033,Conf. games:,Conf. games:,16,28.3,1.1,117.2,14.8,53.4,56.8,5.6,17.0,12.1,17.7,0.0,1.2,29.5,10-13,.769,4-9,.444,13-35,.371,,,,,,,,
2034,Top 100 quality games:,Top 100:,11,23.8,1.2,108.6,17.7,54.7,60.8,7.0,10.1,7.8,23.3,0.0,1.7,43.8,12-14,.857,4-5,.800,9-27,.333,,,,,,,,
2035,,,,,Top 50 quality games:,Top 50:,4,14.6,1.3,112.3,18.5,50.0,64.5,10.8,16.7,0.0,24.0,0.0,1.5,75.0,6-6,1.000,1-1,1.000,2-7,.286,,,,
2036,2018,Sr,6-6,Nura Zanna,Houston,Amer,35,36.8,0.2,99.7,13.1,55.2,54.3,13.3,16.4,1.9,25.9,0.7,1.2,70.1,23-47,.489,37-67,.552,0-0,.000,,,,
2037,Conf. games:,Conf. games:,18,30.8,0.2,98.2,13.5,58.6,56.0,15.8,15.2,0.7,29.8,1.1,0.5,55.2,7-16,.438,17-29,.586,0-0,.000,,,,,,,,
2038,Top 100 quality games:,Top 100:,15,41.3,0.3,96.7,12.7,55.6,52.1,13.9,17.0,2.1,26.2,0.0,1.2,88.9,10-24,.417,15-27,.556,0-0,.000,,,,,,,,
2039,,,,,Top 50 quality games:,Top 50:,7,41.4,0.4,96.6,11.4,41.7,44.3,15.2,14.8,1.6,22.8,0.0,2.1,66.7,4-8,.500,5-12,.417,0-0,.000,,,,
2040,2018,Jr,6-8,Valentine Sangoyomi,Houston,Amer,13,4.1,-0.5,62.0,17.1,20.0,31.1,8.0,22.8,5.3,35.2,2.1,0.0,60.0,4-6,.667,2-10,.200,0-0,.000,,,,
2041,Conf. games:,Conf. games:,8,5.7,-0.7,50.2,19.4,14.3,28.1,8.3,21.9,3.7,44.9,2.9,0.0,57.1,3-4,.750,1-7,.143,0-0,.000,,,,,,,,
2042,Top 100 quality games:,Top 100:,3,3.7,-0.7,55.2,23.6,25.0,30.3,10.1,30.2,15.5,45.5,0.0,0.0,50.0,1-2,.500,1-4,.250,0-0,.000,,,,,,,,
2043,,,,,Top 50 quality games:,Top 50:,1,5.4,-0.7,73.8,19.7,50.0,50.8,7.3,38.1,13.3,40.9,0.0,0.0,100.0,1-2,.500,1-2,.500,0-0,.000,,,,
2044,2018,Fr,6-4,Mike Adewunmi,Houston,Amer,14,2.6,-0.4,46.3,12.4,0.0,10.1,3.2,15.3,8.2,0.0,0.0,3.3,50.0,2-4,.500,0-1,.000,0-7,.000,,,,
2045,Conf. games:,Conf. games:,8,3.5,-0.3,62.2,13.4,0.0,14.5,4.5,13.5,11.6,0.0,0.0,4.8,80.0,2-4,.500,0-0,.000,0-5,.000,,,,,,,,
2046,Top 100 quality games:,Top 100:,2,1.0,-0.6,31.2,28.8,0.0,12.7,0.0,18.5,0.0,0.0,0.0,19.7,66.7,1-2,.500,0-1,.000,0-2,.000,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,2018,Sr,6-11,Josh Ibarra,Houston Baptist,Slnd,8,18.3,3.2,109.8,28.7,51.6,53.6,17.0,24.2,20.5,14.3,4.9,0.8,48.4,26-44,.591,47-91,.516,0-0,.000,,,,
2049,Top 100 quality games:,Top 100:,4,36.8,1.3,88.7,27.7,43.2,43.9,12.4,22.3,21.4,18.1,4.6,1.0,45.5,9-20,.450,19-44,.432,0-0,.000,,,,,,,,
2050,Top 50 quality games:,Top 50:,3,46.3,0.8,83.3,27.6,46.7,44.8,11.4,21.0,16.4,23.3,1.5,0.7,40.0,4-12,.333,14-30,.467,0-0,.000,,,,,,,,
2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,2018,Sr,6-1,Will Gates Jr.,Houston Baptist,Slnd,26,45.4,-0.4,91.5,13.4,46.2,46.4,1.1,6.3,4.7,14.6,0.2,0.9,25.2,15-33,.455,47-95,.495,9-36,.250,,,,
2053,Conf. games:,Conf. games:,16,40.8,-1.0,83.2,12.4,40.3,40.7,1.0,6.8,4.7,14.4,0.3,1.3,32.8,9-22,.409,21-47,.447,4-20,.200,,,,,,,,
2054,Top 100 quality games:,Top 100:,7,47.9,-0.6,83.8,12.2,44.1,43.2,0.6,5.7,4.6,15.7,0.0,0.4,11.8,1-4,.250,12-27,.444,2-7,.286,,,,,,,,
2055,,,,,Top 50 quality games:,Top 50:,4,48.1,0.6,97.9,13.4,52.3,49.1,0.0,5.5,5.7,10.3,0.0,0.7,13.6,0-3,.000,10-18,.556,1-4,.250,,,,
2056,2018,Sr,6-6,Tim Myles,Houston Baptist,Slnd,21,17.8,-0.7,65.4,22.0,38.9,40.6,12.4,20.2,7.9,40.8,4.6,2.1,48.9,10-22,.455,16-44,.364,1-1,1.000,,,,
2057,Conf. games:,Conf. games:,11,18.2,-1.0,64.6,22.0,48.1,45.9,12.8,20.8,6.6,45.6,2.9,2.4,53.8,5-14,.357,11-25,.440,1-1,1.000,,,,,,,,
2058,Top 100 quality games:,Top 100:,6,16.8,-0.3,71.8,21.9,33.3,38.5,10.9,19.0,8.7,30.0,10.1,2.2,26.7,3-4,.750,5-15,.333,0-0,.000,,,,,,,,
2059,,,,,Top 50 quality games:,Top 50:,4,18.8,0.3,89.6,22.7,40.0,46.2,14.1,33.0,7.1,23.3,7.4,1.8,40.0,3-4,.750,4-10,.400,0-0,.000,,,,
2060,2018,Jr,6-7,Chukuka Emili,Houston Baptist,Slnd,20,17.2,-1.0,67.1,12.5,30.5,30.9,5.7,14.7,2.6,21.9,9.0,1.1,22.0,3-9,.333,8-27,.296,3-14,.214,,,,
2061,Conf. games:,Conf. games:,13,16.8,-0.5,84.9,11.4,38.5,37.6,7.7,15.6,1.4,15.1,10.0,0.9,15.4,1-4,.250,7-20,.350,2-6,.333,,,,,,,,
2062,Top 100 quality games:,Top 100:,5,21.4,-2.0,41.1,14.5,20.8,24.3,2.8,12.8,0.0,35.6,7.9,1.7,41.7,2-5,.400,1-6,.167,1-6,.167,,,,,,,,
2063,,,,,Top 50 quality games:,Top 50:,4,26.3,-1.8,36.6,17.8,15.0,20.2,4.0,10.1,0.0,35.3,7.9,1.3,50.0,2-5,.400,0-4,.000,1-6,.167,,,,
2064,2018,Sr,6-2,Dalique Mingo,Howard,MEAC,31,40.4,0.1,95.6,18.5,41.2,51.2,4.6,10.9,14.9,24.2,0.6,1.6,56.1,54-64,.844,41-90,.456,4-24,.167,,,,
2065,Conf. games:,Conf. games:,16,46.3,0.1,95.0,21.9,41.4,49.6,5.3,10.5,14.6,23.3,0.6,1.8,50.6,35-44,.795,30-68,.441,4-19,.211,,,,,,,,
2066,Top 100 quality games:,Top 100:,3,35.8,-1.3,72.5,6.3,0.0,0.0,2.2,10.4,22.9,40.7,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
2067,,,,,Top 50 quality games:,Top 50:,1,17.5,-1.6,20.0,14.8,0.0,0.0,0.0,31.7,27.2,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2068,2018,Jr,6-8,Michael Obindu,Howard,MEAC,19,10.3,-0.5,84.1,9.7,41.2,41.3,4.9,18.8,5.4,22.3,1.6,0.9,29.4,2-5,.400,7-17,.412,0-0,.000,,,,
2069,Conf. games:,Conf. games:,13,9.6,0.2,128.0,8.1,100.0,93.5,6.8,13.5,2.7,32.4,1.5,0.9,33.3,1-2,.500,6-6,1.000,0-0,.000,,,,,,,,
2070,Top 100 quality games:,Top 100:,1,1.7,-0.2,54.7,25.4,0.0,0.0,0.0,0.0,82.2,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,2018,So,6-7,Ibrahim Dosunmu,Howard,MEAC,11,5.5,0.5,121.3,16.8,80.0,74.0,15.4,20.9,9.6,24.1,0.0,0.8,26.7,1-4,.250,12-14,.857,0-1,.000,,,,
2073,Conf. games:,Conf. games:,4,6.6,0.7,124.2,15.5,77.8,73.9,19.8,24.6,4.5,24.6,0.0,0.0,11.1,0-1,.000,7-8,.875,0-1,.000,,,,,,,,
2074,Top 100 quality games:,Top 100:,2,5.0,0.7,152.2,16.6,100.0,84.7,0.0,37.4,0.0,0.0,0.0,0.0,100.0,1-2,.500,2-2,1.000,0-0,.000,,,,,,,,
2075,,,,,Top 50 quality games:,Top 50:,1,15.0,1.6,155.9,16.9,100.0,84.7,0.0,37.0,0.0,0.0,0.0,0.0,100.0,1-2,.500,2-2,1.000,0-0,.000,,,,
2076,2018,Fr,6-8,Henry Odunze,Howard,MEAC,6,1.1,0.6,213.6,1.0,0.0,0.0,7.6,15.9,0.0,0.0,7.5,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2077,Conf. games:,Conf. games:,3,0.6,0.3,211.9,3.9,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2078,Top 100 quality games:,Top 100:,1,2.5,-1.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2079,,,,,Top 50 quality games:,Top 50:,1,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2080,2018,Fr,6-2,Kai Tease,Howard,MEAC,9,8.6,0.1,87.1,21.2,45.0,46.7,2.9,5.1,5.4,19.4,0.0,1.0,15.0,4-6,.667,3-14,.214,10-26,.385,,,,
2081,Top 100 quality games:,Top 100:,3,31.7,0.6,95.9,19.0,58.3,57.9,2.5,11.8,5.5,22.9,0.0,1.4,16.7,1-2,.500,1-6,.167,4-6,.667,,,,,,,,
2082,Top 50 quality games:,Top 50:,1,40.0,2.0,117.8,16.4,50.0,50.4,5.2,13.9,15.6,0.0,0.0,0.0,40.0,1-2,.500,1-3,.333,1-2,.500,,,,,,,,
2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,2018,Sr,6-5,Victor Sanders,Idaho,BSky,29,77.8,3.9,110.9,30.6,55.3,60.2,2.2,11.2,22.7,19.6,1.5,1.8,44.3,133-168,.792,97-179,.542,75-200,.375,,,,
2085,Conf. games:,Conf. games:,18,77.1,4.0,111.3,31.7,55.5,60.3,2.3,11.3,26.6,21.3,1.4,2.0,45.0,81-103,.786,61-112,.545,44-117,.376,,,,,,,,
2086,Top 100 quality games:,Top 100:,3,86.7,2.3,93.7,29.8,41.3,50.5,3.3,20.9,24.1,20.2,1.1,1.6,55.0,18-22,.818,12-22,.545,3-18,.167,,,,,,,,
2087,,,,,Top 50 quality games:,Top 50:,1,80.0,0.5,82.2,29.1,36.4,48.9,6.6,28.6,22.1,28.7,0.0,1.6,63.6,6-7,.857,4-7,.571,0-4,.000,,,,
2088,2018,Sr,6-7,Brayon Blake,Idaho,BSky,29,72.8,3.3,112.1,27.7,57.3,58.5,9.5,29.3,9.6,14.6,2.2,1.3,24.7,61-94,.649,142-272,.522,51-109,.468,,,,
2089,Conf. games:,Conf. games:,18,75.9,4.1,117.0,28.0,56.0,58.4,10.4,27.7,8.8,12.4,2.7,1.3,25.4,48-64,.750,96-182,.527,30-70,.429,,,,,,,,
2090,Top 100 quality games:,Top 100:,3,76.7,2.4,104.4,22.8,55.4,56.5,7.5,23.6,5.6,13.6,2.6,0.0,16.2,4-6,.667,13-27,.481,5-10,.500,,,,,,,,
2091,,,,,Top 50 quality games:,Top 50:,1,67.5,3.0,116.3,20.8,66.7,65.6,11.7,25.4,0.0,9.5,0.0,0.0,16.7,1-2,.500,5-9,.556,2-3,.667,,,,
2092,2018,Jr,6-8,Nate Sherwood,Idaho,BSky,29,73.4,1.8,112.7,16.3,53.6,57.4,7.5,10.6,11.4,18.7,1.7,1.0,28.0,44-54,.815,84-165,.509,13-28,.464,,,,
2093,Conf. games:,Conf. games:,18,72.1,1.8,115.1,15.7,55.0,57.3,8.2,10.9,9.7,17.4,1.9,0.8,21.0,19-25,.760,49-98,.500,11-21,.524,,,,,,,,
2094,Top 100 quality games:,Top 100:,3,70.0,0.2,89.8,18.6,38.1,48.4,6.8,8.2,7.3,21.9,1.4,0.7,38.1,8-8,1.000,8-20,.400,0-1,.000,,,,,,,,
2095,,,,,Top 50 quality games:,Top 50:,1,67.5,1.8,102.1,22.1,50.0,58.8,0.0,8.5,10.2,17.9,3.8,0.0,40.0,4-4,1.000,5-10,.500,0-0,.000,,,,
2096,2018,Sr,6-2,Perrion Callandret,Idaho,BSky,25,57.9,1.5,102.6,21.7,54.5,56.1,2.2,13.4,21.3,23.9,1.3,1.9,24.1,32-48,.667,53-113,.469,37-86,.430,,,,
2097,Conf. games:,Conf. games:,15,50.8,1.9,109.9,21.3,56.3,58.0,2.5,12.9,21.1,21.3,1.0,2.4,19.6,16-22,.727,33-63,.524,20-49,.408,,,,,,,,
2098,Top 100 quality games:,Top 100:,3,65.8,-0.4,80.4,20.5,38.2,45.7,0.0,14.5,32.4,31.7,1.5,0.7,47.1,6-8,.750,5-10,.500,1-7,.143,,,,,,,,
2099,,,,,Top 50 quality games:,Top 50:,1,65.0,-3.8,45.1,19.9,25.0,30.3,0.0,8.8,30.1,51.5,3.9,0.0,50.0,1-2,.500,1-2,.500,0-2,.000,,,,
2100,2018,Sr,6-2,Chad Sherwood,Idaho,BSky,29,52.9,1.2,119.9,11.5,59.4,60.0,1.4,7.7,14.6,17.6,1.0,1.0,7.1,6-8,.750,8-24,.333,39-88,.443,,,,
2101,Conf. games:,Conf. games:,18,58.9,1.6,125.2,11.0,63.7,63.9,1.5,7.8,12.7,17.9,1.2,1.3,8.2,4-6,.667,6-14,.429,27-59,.458,,,,,,,,
2102,Top 100 quality games:,Top 100:,3,39.2,-1.5,67.3,11.4,42.9,40.1,2.4,4.9,7.9,31.9,0.0,0.0,14.3,0-1,.000,0-2,.000,2-5,.400,,,,,,,,
2103,,,,,Top 50 quality games:,Top 50:,1,32.5,-0.9,65.8,21.1,30.0,30.0,8.1,0.0,16.3,19.5,0.0,0.0,0.0,0-0,.000,0-2,.000,1-3,.333,,,,
2104,2018,Sr,6-6,Jordan Scott,Idaho,BSky,29,74.8,1.1,114.2,11.1,56.9,59.3,7.7,12.1,9.1,22.6,2.1,0.5,32.8,27-38,.711,33-69,.478,22-47,.468,,,,
2105,Conf. games:,Conf. games:,18,76.0,1.9,125.0,9.9,66.9,67.3,7.1,12.3,6.8,20.9,1.8,0.5,30.9,14-21,.667,23-38,.605,15-30,.500,,,,,,,,
2106,Top 100 quality games:,Top 100:,3,75.8,2.5,124.9,10.9,52.9,58.2,5.0,10.0,8.9,5.8,1.3,0.6,23.5,4-4,1.000,6-14,.429,2-3,.667,,,,,,,,
2107,,,,,Top 50 quality games:,Top 50:,1,65.0,1.8,121.9,10.5,62.5,70.7,0.0,8.8,16.3,19.5,0.0,2.0,50.0,2-2,1.000,1-3,.333,1-1,1.000,,,,
2108,2018,Sr,6-7,Arkadiy Mkrtychyan,Idaho,BSky,25,37.3,0.9,102.1,21.7,50.8,54.9,8.4,15.8,10.7,21.3,0.6,1.1,44.6,38-54,.704,60-113,.531,1-8,.125,,,,
2109,Conf. games:,Conf. games:,18,42.5,1.2,107.2,22.2,52.7,56.0,9.3,16.6,11.0,19.2,0.8,1.2,39.6,25-36,.694,48-88,.545,0-3,.000,,,,,,,,
2110,Top 100 quality games:,Top 100:,3,40.0,1.1,105.7,19.9,56.3,59.0,4.8,16.7,15.8,17.8,0.0,2.4,12.5,2-2,1.000,9-15,.600,0-1,.000,,,,,,,,
2111,,,,,Top 50 quality games:,Top 50:,1,42.5,0.6,98.0,18.9,40.0,50.4,0.0,6.7,27.2,16.6,0.0,3.1,40.0,2-2,1.000,2-5,.400,0-0,.000,,,,
2112,2018,Fr,6-6,Garrett Kingman,Idaho,BSky,11,3.6,0.2,114.5,12.7,33.3,44.3,18.0,11.1,3.9,11.1,2.9,1.4,66.7,3-4,.750,2-4,.500,0-2,.000,,,,
2113,Conf. games:,Conf. games:,5,1.9,0.5,146.2,18.4,50.0,50.0,37.1,8.5,13.2,0.0,0.0,0.0,0.0,0-0,.000,2-3,.667,0-1,.000,,,,,,,,
2114,Top 100 quality games:,Top 100:,1,2.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
2115,,,,,Top 50 quality games:,Top 50:,1,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
2116,2018,Sr,6-3,Geno Luzcando,Idaho St.,BSky,28,80.0,1.3,100.3,20.9,51.7,56.5,3.5,12.9,17.7,23.0,0.8,3.2,60.7,87-125,.696,87-164,.530,13-42,.310,,,,
2117,Conf. games:,Conf. games:,18,79.7,1.4,101.0,20.8,51.5,56.6,3.0,14.9,15.5,22.0,1.2,2.9,55.6,54-75,.720,56-107,.523,9-28,.321,,,,,,,,
2118,Top 100 quality games:,Top 100:,4,75.6,3.1,110.4,21.0,56.5,58.3,2.0,11.6,30.1,17.1,0.0,2.3,51.6,10-16,.625,13-25,.520,3-6,.500,,,,,,,,
2119,,,,,Top 50 quality games:,Top 50:,1,72.5,0.9,98.8,16.7,80.0,72.5,3.7,4.2,12.6,32.8,0.0,3.6,80.0,2-4,.500,1-3,.333,2-2,1.000,,,,
2120,2018,Sr,6-8,Kyle Ingram,Idaho St.,BSky,10,20.5,0.5,109.1,11.8,44.4,45.8,4.4,13.2,18.8,12.5,3.6,0.7,19.4,4-7,.571,16-36,.444,0-0,.000,,,,
2121,Conf. games:,Conf. games:,1,2.4,0.5,95.4,22.0,50.0,50.0,7.7,26.8,32.4,30.5,6.0,0.0,0.0,0-0,.000,2-4,.500,0-0,.000,,,,,,,,
2122,Top 100 quality games:,Top 100:,2,21.3,0.2,104.6,8.1,33.3,25.3,3.5,13.7,22.6,0.0,2.9,0.0,66.7,0-2,.000,1-3,.333,0-0,.000,,,,,,,,
2123,,,,,Top 50 quality games:,Top 50:,1,42.5,0.1,102.2,10.2,50.0,33.9,6.4,7.1,19.9,0.0,0.0,0.0,100.0,0-2,.000,1-2,.500,0-0,.000,,,,
2124,2018,Jr,6-7,Jacob McCord,Idaho St.,BSky,16,10.4,0.1,82.2,33.0,36.0,41.0,19.3,21.0,3.4,19.1,0.9,1.9,36.0,12-18,.667,15-40,.375,2-10,.200,,,,
2125,Conf. games:,Conf. games:,7,2.6,0.1,79.3,41.9,14.3,30.5,48.4,12.0,0.0,21.5,0.0,3.0,85.7,4-6,.667,1-6,.167,0-1,.000,,,,,,,,
2126,Top 100 quality games:,Top 100:,4,24.4,1.0,97.6,32.6,56.3,58.1,15.3,18.0,5.4,21.4,2.5,2.8,50.0,5-8,.625,6-11,.545,2-5,.400,,,,,,,,
2127,,,,,Top 50 quality games:,Top 50:,1,57.5,2.6,101.8,33.4,70.0,70.0,9.4,15.8,11.2,27.5,5.0,4.6,60.0,4-6,.667,4-6,.667,2-4,.500,,,,
2128,2018,Sr,6-3,Erik Nakken,Idaho St.,BSky,26,19.7,-0.2,96.1,9.5,47.1,48.0,1.1,6.9,6.1,13.4,0.5,0.3,8.6,2-3,.667,0-4,.000,11-31,.355,,,,
2129,Conf. games:,Conf. games:,17,22.4,-1.1,65.9,9.3,27.3,26.7,1.6,6.4,7.8,19.0,0.6,0.4,4.5,0-1,.000,0-3,.000,4-19,.211,,,,,,,,
2130,Top 100 quality games:,Top 100:,4,20.6,0.7,126.2,8.3,75.0,80.8,0.0,14.2,0.0,19.9,0.0,0.0,50.0,2-2,1.000,0-1,.000,2-3,.667,,,,,,,,
2131,,,,,Top 50 quality games:,Top 50:,1,22.5,2.1,166.0,13.6,75.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2-2,1.000,0-1,.000,1-1,1.000,,,,
2132,2018,Sr,6-2,Hayes Garrity,Idaho St.,BSky,12,3.8,-0.2,73.6,16.5,50.0,50.0,0.0,13.6,16.1,39.9,0.0,0.0,0.0,0-0,.000,1-1,1.000,2-7,.286,,,,
