,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
8514,,,,,Top 100 quality games:,Top 100:,4,50.0,-0.4,75.9,21.1,52.9,55.4,3.1,13.2,10.5,39.1,4.3,0.0,35.3,4-6,.667,9-16,.563,0-1,.000,,,,
8515,,,,,Top 50 quality games:,Top 50:,3,41.7,0.0,76.1,26.6,53.8,56.8,2.4,18.6,13.3,39.7,7.1,0.0,46.2,4-6,.667,7-12,.583,0-1,.000,,,,
8516,2019,Jr,6-5,Roydell Brown,McNeese St.,Slnd,19,55.2,2.1,101.4,25.9,54.0,56.6,11.0,23.1,9.3,20.2,1.0,2.0,50.2,65-101,.644,101-179,.564,5-22,.227,,,,
8517,,,,,Conf. games:,Conf. games:,10,44.0,3.4,109.0,30.3,58.5,60.9,11.9,23.4,12.9,17.2,0.7,2.2,61.3,50-76,.658,68-114,.596,3-10,.300,,,,
8518,,,,,Top 100 quality games:,Top 100:,4,69.4,1.2,92.4,22.1,51.8,52.0,11.3,18.0,5.9,22.0,1.0,1.7,57.1,8-16,.500,13-24,.542,1-4,.250,,,,
8519,,,,,Top 50 quality games:,Top 50:,3,77.5,0.5,86.3,19.5,42.9,44.2,11.7,20.0,4.3,19.4,0.0,1.9,61.9,6-13,.462,9-18,.500,0-3,.000,,,,
8520,2019,Sr,6-2,James Harvey,McNeese St.,Slnd,27,78.8,1.6,107.0,18.3,51.3,55.7,1.2,7.6,6.0,13.6,0.3,0.9,25.1,59-67,.881,41-78,.526,64-189,.339,,,,
8521,,,,,Conf. games:,Conf. games:,18,81.9,1.3,105.9,18.1,50.0,54.2,0.6,8.4,6.1,10.4,0.2,1.1,23.9,39-45,.867,25-52,.481,46-136,.338,,,,
8522,,,,,Top 100 quality games:,Top 100:,4,80.0,1.6,97.0,19.3,47.4,51.4,3.9,3.7,6.5,17.0,0.9,0.0,21.1,7-8,.875,6-13,.462,8-25,.320,,,,
8523,,,,,Top 50 quality games:,Top 50:,3,85.0,0.5,89.4,16.6,46.3,48.3,3.6,3.4,5.8,20.8,0.0,0.0,7.4,2-2,1.000,2-8,.250,7-19,.368,,,,
8524,2019,Sr,6-10,Malik Hines,McNeese St.,Slnd,17,37.3,1.3,100.2,23.8,54.9,55.7,11.3,11.9,13.9,21.5,2.0,1.0,43.4,30-53,.566,64-117,.547,2-5,.400,,,,
8525,,,,,Conf. games:,Conf. games:,8,21.5,0.5,93.8,24.4,53.5,55.7,11.0,11.8,13.1,26.5,2.3,1.1,48.8,13-21,.619,23-42,.548,0-1,.000,,,,
8526,,,,,Top 100 quality games:,Top 100:,4,67.5,3.8,115.8,23.6,73.3,68.4,8.2,9.8,14.1,18.8,2.1,0.6,66.7,10-20,.500,19-27,.704,2-3,.667,,,,
8527,,,,,Top 50 quality games:,Top 50:,3,71.7,4.9,117.4,26.8,75.0,68.9,9.9,9.5,13.0,17.8,1.4,0.7,67.9,9-19,.474,18-26,.692,2-2,1.000,,,,
8528,2019,Jr,6-5,Will Robinson,McNeese St.,Slnd,23,37.6,0.6,97.8,20.2,43.6,51.5,6.4,18.0,10.9,20.1,0.3,1.0,57.8,45-59,.763,31-81,.383,9-21,.429,,,,
8529,,,,,Conf. games:,Conf. games:,14,31.7,0.9,107.6,19.2,49.1,56.4,6.9,20.7,12.5,17.5,0.5,1.0,64.2,26-34,.765,17-42,.405,6-11,.545,,,,
8530,,,,,Top 100 quality games:,Top 100:,4,52.5,0.6,86.9,23.8,40.3,45.0,3.0,11.2,0.0,12.0,0.0,0.0,38.7,8-12,.667,8-23,.348,3-8,.375,,,,
8531,,,,,Top 50 quality games:,Top 50:,3,63.3,0.8,87.7,21.5,40.4,44.8,1.6,9.2,0.0,10.8,0.0,0.0,42.3,7-11,.636,6-19,.316,3-7,.429,,,,
8532,2019,Sr,6-2,Jarren Greenwood,McNeese St.,Slnd,27,62.0,0.1,92.1,18.7,36.6,47.0,1.1,9.3,19.4,22.1,0.0,1.5,47.8,66-75,.880,41-98,.418,11-59,.186,,,,
8533,,,,,Conf. games:,Conf. games:,18,64.8,0.1,92.2,19.6,35.7,46.1,1.3,10.4,20.5,19.9,0.0,1.8,49.6,49-57,.860,26-75,.347,10-40,.250,,,,
8534,,,,,Top 100 quality games:,Top 100:,4,44.4,0.4,93.5,16.2,53.1,54.6,0.0,11.6,17.8,26.1,0.0,1.7,6.3,1-1,1.000,7-10,.700,1-6,.167,,,,
8535,,,,,Top 50 quality games:,Top 50:,3,42.5,1.0,105.7,14.8,59.1,61.0,0.0,11.4,16.5,23.4,0.0,2.4,9.1,1-1,1.000,5-7,.714,1-4,.250,,,,
8536,2019,Sr,6-7,Adrian Brown,McNeese St.,Slnd,21,12.7,-0.0,97.9,13.2,47.7,45.9,13.5,6.1,4.2,16.2,2.5,1.3,50.0,4-11,.364,9-21,.429,1-1,1.000,,,,
8537,,,,,Conf. games:,Conf. games:,14,14.6,-0.3,89.8,12.4,40.6,37.9,13.9,4.6,1.8,13.5,3.4,1.7,50.0,2-8,.250,5-15,.333,1-1,1.000,,,,
8538,,,,,Top 100 quality games:,Top 100:,4,13.8,1.0,138.6,16.4,66.7,61.8,11.5,10.7,22.4,0.0,0.0,0.0,16.7,0-1,.000,4-6,.667,0-0,.000,,,,
8539,,,,,Top 50 quality games:,Top 50:,3,8.3,0.3,123.1,10.6,50.0,50.0,0.0,11.7,20.3,0.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
8540,2019,Sr,6-2,Trey Touchet,McNeese St.,Slnd,25,64.2,-0.2,97.9,12.5,45.3,46.8,0.7,11.4,20.1,19.7,0.3,1.6,10.9,10-14,.714,28-64,.438,20-64,.313,,,,
8541,,,,,Conf. games:,Conf. games:,18,83.0,-0.4,96.4,13.1,43.9,45.6,0.6,11.2,21.6,18.7,0.4,1.5,10.4,9-12,.750,25-60,.417,17-55,.309,,,,
8542,,,,,Top 100 quality games:,Top 100:,4,41.3,0.2,102.4,8.6,50.0,50.0,0.0,14.3,16.8,21.0,0.0,2.8,0.0,0-0,.000,1-2,.500,2-6,.333,,,,
8543,,,,,Top 50 quality games:,Top 50:,3,41.7,-0.8,83.6,8.3,35.7,35.7,0.0,14.0,10.9,14.2,0.0,1.2,0.0,0-0,.000,1-2,.500,1-5,.200,,,,
8544,2019,So,6-3,Kevin Hunt,McNeese St.,Slnd,27,59.1,-0.2,86.3,20.6,44.5,47.3,1.7,8.6,25.1,28.2,1.3,1.4,25.6,28-42,.667,34-92,.370,26-72,.361,,,,
8545,,,,,Conf. games:,Conf. games:,18,55.3,-0.4,85.6,20.1,46.5,48.0,1.8,8.2,23.8,27.9,1.2,1.6,21.8,13-22,.591,20-53,.377,18-48,.375,,,,
8546,,,,,Top 100 quality games:,Top 100:,4,61.9,1.0,91.5,21.8,42.6,49.5,1.3,8.3,24.9,25.0,0.0,0.6,25.9,7-7,1.000,7-18,.389,3-9,.333,,,,
8547,,,,,Top 50 quality games:,Top 50:,3,56.7,2.2,103.5,22.7,47.4,56.0,1.8,8.6,27.9,22.9,0.0,0.9,36.8,7-7,1.000,6-13,.462,2-6,.333,,,,
8548,2019,Fr,6-3,Trey Johnson,McNeese St.,Slnd,17,21.0,-0.4,93.5,11.1,45.3,49.8,1.6,5.8,10.6,23.3,0.5,2.3,40.6,9-13,.692,7-13,.538,5-19,.263,,,,
8549,,,,,Conf. games:,Conf. games:,13,28.6,-0.4,94.8,11.7,45.3,50.3,1.8,5.3,11.0,22.0,0.6,2.6,31.3,8-10,.800,7-13,.538,5-19,.263,,,,
8550,,,,,Top 100 quality games:,Top 100:,2,9.4,-1.2,52.0,4.0,0.0,0.0,0.0,0.0,11.3,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
8551,,,,,Top 50 quality games:,Top 50:,1,4.2,-1.5,0.0,11.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
8552,2019,So,6-0,Myles Hutchinson,McNeese St.,Slnd,10,4.8,-0.4,66.3,20.5,28.1,33.5,2.4,4.6,7.5,22.1,0.0,1.1,25.0,3-4,.750,3-7,.429,1-9,.111,,,,
8553,,,,,Conf. games:,Conf. games:,6,5.5,-0.2,85.7,17.9,34.6,39.4,3.1,6.1,5.1,8.3,0.0,1.5,15.4,2-2,1.000,3-5,.600,1-8,.125,,,,
8554,,,,,Top 100 quality games:,Top 100:,2,6.3,-1.4,9.8,32.4,0.0,0.0,0.0,0.0,17.0,55.5,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,
8555,,,,,Top 50 quality games:,Top 50:,1,5.8,-1.8,14.4,30.9,0.0,0.0,0.0,0.0,24.1,54.4,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,
8556,2019,Sr,6-3,Jeremiah Martin,Memphis,Amer,37,87.5,5.1,115.5,26.2,52.2,58.1,3.4,10.2,24.1,15.5,2.1,3.4,55.7,214-280,.764,159-305,.521,69-198,.348,,,,
8557,,,,,Conf. games:,Conf. games:,19,92.1,6.8,124.3,27.6,57.6,63.1,2.2,9.9,26.9,13.7,2.1,3.1,53.4,122-151,.808,88-163,.540,50-120,.417,,,,
8558,,,,,Top 100 quality games:,Top 100:,18,88.8,5.6,111.2,26.8,47.0,54.5,3.2,9.1,23.8,15.0,2.1,2.9,49.4,109-133,.820,71-159,.447,37-110,.336,,,,
8559,,,,,Top 50 quality games:,Top 50:,13,89.8,5.5,108.6,27.2,43.3,52.2,3.1,10.0,22.6,14.6,2.6,2.5,47.5,83-95,.874,49-120,.408,25-80,.313,,,,
8560,2019,Sr,6-8,Kyvon Davenport,Memphis,Amer,37,66.3,2.8,111.1,21.9,55.1,56.4,9.7,18.9,7.4,13.9,3.2,1.3,44.5,92-154,.597,135-241,.560,37-105,.352,,,,
8561,,,,,Conf. games:,Conf. games:,19,71.4,2.4,105.5,21.2,49.2,52.1,8.6,15.0,7.5,13.7,2.7,1.1,42.9,48-76,.632,63-123,.512,16-54,.296,,,,
8562,,,,,Top 100 quality games:,Top 100:,18,67.1,2.6,102.1,22.4,50.8,52.4,8.8,16.8,5.1,15.9,2.6,1.6,36.8,39-67,.582,61-126,.484,21-56,.375,,,,
8563,,,,,Top 50 quality games:,Top 50:,13,67.1,2.4,98.7,22.1,53.4,53.4,9.3,17.5,5.8,19.8,3.2,1.3,39.8,24-47,.511,42-76,.553,14-42,.333,,,,
8564,2019,Fr,5-9,Tyler Harris,Memphis,Amer,37,65.3,1.7,101.0,20.2,48.3,51.4,1.5,6.1,13.0,18.0,0.0,1.3,17.4,52-62,.839,51-100,.510,81-257,.315,,,,
8565,,,,,Conf. games:,Conf. games:,19,60.7,0.8,91.0,20.6,44.9,46.1,0.8,6.4,15.0,19.6,0.0,1.3,9.6,11-16,.688,24-46,.522,34-121,.281,,,,
8566,,,,,Top 100 quality games:,Top 100:,18,59.9,0.7,87.7,19.4,39.8,42.1,1.4,6.1,12.0,17.3,0.0,1.4,11.7,15-19,.789,21-50,.420,29-112,.259,,,,
8567,,,,,Top 50 quality games:,Top 50:,13,58.1,0.9,90.2,18.4,39.6,41.6,1.7,6.2,8.6,12.7,0.0,1.8,9.6,9-11,.818,14-34,.412,21-81,.259,,,,
8568,2019,Sr,6-2,Kareem Brewton Jr.,Memphis,Amer,37,57.4,1.4,101.3,19.2,50.8,53.1,4.2,11.7,19.1,22.5,0.4,2.9,23.0,41-58,.707,92-176,.523,24-76,.316,,,,
8569,,,,,Conf. games:,Conf. games:,19,64.9,1.9,104.2,19.8,53.4,55.4,4.8,11.4,17.7,21.4,0.2,2.2,22.6,23-33,.697,54-98,.551,16-48,.333,,,,
8570,,,,,Top 100 quality games:,Top 100:,18,55.4,2.0,103.0,19.6,52.4,54.8,4.9,13.5,17.0,21.2,0.6,2.0,26.6,23-33,.697,53-94,.564,8-30,.267,,,,
8571,,,,,Top 50 quality games:,Top 50:,13,57.1,2.4,105.2,20.7,55.1,56.3,5.3,14.6,20.2,21.3,0.7,1.7,20.4,13-20,.650,42-73,.575,8-25,.320,,,,
8572,2019,Sr,6-6,Raynere Thornton,Memphis,Amer,37,66.8,1.2,105.8,13.9,54.1,56.5,8.8,16.7,6.4,22.1,2.5,2.1,35.9,47-70,.671,80-144,.556,17-51,.333,,,,
8573,,,,,Conf. games:,Conf. games:,19,77.1,1.9,111.7,13.2,57.3,59.0,8.0,17.9,6.1,19.0,2.3,1.9,36.7,26-40,.650,49-75,.653,9-34,.265,,,,
8574,,,,,Top 100 quality games:,Top 100:,18,68.5,2.4,115.6,12.1,55.8,58.2,7.3,15.1,5.1,15.3,1.1,2.2,36.8,24-35,.686,38-67,.567,10-28,.357,,,,
8575,,,,,Top 50 quality games:,Top 50:,13,67.9,2.6,115.8,12.2,52.1,55.2,8.0,12.6,5.1,12.6,1.2,1.7,33.8,17-24,.708,25-47,.532,8-24,.333,,,,
8576,2019,Sr,6-8,Mike Parks Jr.,Memphis,Amer,36,38.5,1.0,104.8,17.8,61.7,60.6,10.4,11.9,2.4,21.8,4.4,1.1,40.7,32-61,.525,91-141,.645,1-9,.111,,,,
8577,,,,,Conf. games:,Conf. games:,19,44.6,0.7,98.7,16.9,54.4,54.1,10.0,11.4,1.1,19.7,4.4,1.5,48.1,19-38,.500,43-74,.581,0-5,.000,,,,
8578,,,,,Top 100 quality games:,Top 100:,18,36.0,0.9,97.1,18.7,51.5,52.3,13.1,11.9,1.5,21.0,3.1,1.7,50.0,18-34,.529,35-63,.556,0-5,.000,,,,
8579,,,,,Top 50 quality games:,Top 50:,13,40.0,1.3,100.2,19.2,51.8,52.7,14.1,9.6,1.9,19.2,2.1,1.1,50.0,15-28,.536,29-51,.569,0-5,.000,,,,
8580,2019,Jr,6-10,Isaiah Maurice,Memphis,Amer,37,34.4,0.7,97.8,20.1,51.2,54.9,5.1,20.8,4.9,22.1,6.2,0.6,25.1,35-43,.814,68-132,.515,13-39,.333,,,,
8581,,,,,Conf. games:,Conf. games:,19,35.8,0.4,90.4,19.5,49.4,53.3,5.2,21.8,2.1,25.5,5.0,0.2,26.3,17-21,.810,35-62,.565,3-18,.167,,,,
8582,,,,,Top 100 quality games:,Top 100:,18,33.6,0.5,91.0,18.1,43.8,48.8,4.3,17.9,5.4,22.0,6.1,0.2,29.2,17-21,.810,24-49,.490,5-23,.217,,,,
8583,,,,,Top 50 quality games:,Top 50:,13,31.3,1.4,111.0,17.2,54.1,57.9,3.2,19.7,7.3,15.5,6.7,0.0,30.6,12-15,.800,19-31,.613,5-18,.278,,,,
8584,2019,Fr,6-6,Antwann Jones,Memphis,Amer,35,40.2,0.6,98.2,16.7,48.1,53.8,3.4,16.1,18.2,27.7,2.6,2.1,34.1,38-45,.844,41-88,.466,15-44,.341,,,,
8585,,,,,Conf. games:,Conf. games:,17,36.9,-0.0,87.8,15.1,49.0,54.0,3.3,14.5,14.5,35.8,3.6,1.8,29.2,12-14,.857,13-30,.433,7-18,.389,,,,
8586,,,,,Top 100 quality games:,Top 100:,18,38.1,0.1,84.2,16.9,50.9,53.8,3.4,18.4,15.6,37.0,2.1,1.4,22.4,10-13,.769,19-40,.475,7-18,.389,,,,
8587,,,,,Top 50 quality games:,Top 50:,13,38.8,-0.4,75.1,16.4,40.5,44.8,3.6,17.6,18.7,39.5,2.2,1.4,24.3,7-9,.778,12-26,.462,2-11,.182,,,,
8588,2019,Fr,5-10,Alex Lomax,Memphis,Amer,36,49.9,0.5,93.6,17.8,39.9,46.1,4.9,10.6,21.3,25.1,0.6,2.6,42.3,52-71,.732,55-133,.414,8-35,.229,,,,
8589,,,,,Conf. games:,Conf. games:,18,41.8,0.5,94.4,17.4,40.6,46.3,4.4,8.3,23.9,25.5,0.7,2.8,45.3,20-29,.690,23-54,.426,2-10,.200,,,,
8590,,,,,Top 100 quality games:,Top 100:,18,50.3,0.6,87.5,19.5,36.8,43.0,5.4,10.7,21.0,25.0,0.6,3.3,42.1,28-40,.700,29-78,.372,4-17,.235,,,,
8591,,,,,Top 50 quality games:,Top 50:,13,47.3,0.7,87.9,19.6,38.2,43.6,4.7,9.0,20.5,24.9,0.4,3.1,30.9,16-21,.762,20-53,.377,4-15,.267,,,,
8592,2019,So,6-7,Victor Enoh,Memphis,Amer,11,4.7,-0.3,87.3,9.5,50.0,45.7,11.3,6.4,0.0,24.6,1.6,0.8,250.0,4-10,.400,2-4,.500,0-0,.000,,,,
8593,,,,,Conf. games:,Conf. games:,3,1.8,-0.1,102.9,3.7,0.0,52.6,0.0,16.1,0.0,0.0,0.0,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
8594,,,,,Top 100 quality games:,Top 100:,2,1.4,0.4,125.1,6.0,0.0,52.6,10.3,11.4,0.0,0.0,0.0,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
8595,,,,,Top 50 quality games:,Top 50:,2,1.9,0.4,125.3,6.1,0.0,52.6,10.4,11.1,0.0,0.0,0.0,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
8596,2019,So,5-11,Evin Olds,Memphis,Amer,8,1.1,0.3,120.8,23.0,50.0,76.9,6.8,6.8,0.0,28.8,0.0,3.3,200.0,6-6,1.000,0-1,.000,1-2,.500,,,,
8597,,,,,Conf. games:,Conf. games:,3,0.7,-0.3,35.5,16.9,0.0,0.0,22.2,20.9,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
8598,,,,,Top 100 quality games:,Top 100:,2,0.4,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
8599,,,,,Top 50 quality games:,Top 50:,2,0.6,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
8600,2019,Fr,6-7,David Wingett,Memphis,Amer,4,1.6,-1.2,26.7,15.4,10.0,10.0,0.0,4.7,0.0,0.0,4.8,6.9,0.0,0-0,.000,1-2,.500,0-8,.000,,,,
8601,,,,,Top 100 quality games:,Top 100:,1,0.7,-1.5,0.0,20.6,0.0,0.0,0.0,22.9,0.0,0.0,0.0,10.7,0.0,0-0,.000,0-1,.000,0-2,.000,,,,
8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,,,,,Total:,0-0,.000,1-2,.500,0-8,.000,,,,,,,,,,,,,,,,,,,
8604,2019,Jr,6-3,Ross Cummings,Mercer,SC,29,84.2,3.2,109.5,23.8,54.8,59.1,1.4,8.6,11.9,16.9,0.1,0.8,36.2,103-129,.798,57-120,.475,92-236,.390,,,,
8605,,,,,Conf. games:,Conf. games:,18,88.4,4.5,118.6,24.1,59.9,64.4,1.5,9.7,11.8,15.6,0.2,0.6,40.8,79-95,.832,42-79,.532,65-154,.422,,,,
8606,,,,,Top 100 quality games:,Top 100:,10,88.3,3.1,103.4,21.3,45.5,52.7,2.7,7.2,13.1,18.4,0.4,1.0,43.6,40-48,.833,17-38,.447,22-72,.306,,,,
8607,,,,,Top 50 quality games:,Top 50:,5,90.0,3.7,106.7,21.1,49.0,56.7,2.1,6.8,12.0,18.2,0.8,1.6,50.0,22-26,.846,6-19,.316,13-33,.394,,,,
8608,2019,Jr,6-4,Ethan Stair,Mercer,SC,29,82.1,3.1,121.2,15.9,57.5,60.8,5.0,13.5,7.5,11.4,0.7,2.6,30.1,59-74,.797,68-128,.531,49-118,.415,,,,
8609,,,,,Conf. games:,Conf. games:,18,83.6,3.6,124.0,17.1,59.6,62.3,4.2,14.9,8.6,10.1,0.6,2.6,34.1,43-57,.754,47-85,.553,35-82,.427,,,,
8610,,,,,Top 100 quality games:,Top 100:,10,84.5,3.7,115.4,17.7,50.0,55.6,6.7,12.8,5.1,11.5,0.0,1.7,32.0,28-32,.875,26-55,.473,16-45,.356,,,,
8611,,,,,Top 50 quality games:,Top 50:,5,84.0,3.4,110.4,18.1,53.3,57.4,5.3,12.4,6.7,15.2,0.0,2.1,32.6,12-15,.800,14-26,.538,7-20,.350,,,,
8612,2019,Sr,6-4,Jaylen Stowe,Mercer,SC,29,70.6,2.1,110.9,18.2,55.3,59.0,4.0,15.8,8.1,15.5,0.2,2.3,44.9,70-97,.722,103-179,.575,11-37,.297,,,,
8613,,,,,Conf. games:,Conf. games:,18,67.4,1.7,107.6,18.5,51.9,55.9,3.8,14.9,7.7,14.2,0.3,2.2,40.7,40-55,.727,61-117,.521,6-18,.333,,,,
8614,,,,,Top 100 quality games:,Top 100:,10,67.3,2.1,105.2,18.5,48.1,54.0,4.9,14.3,5.7,16.2,0.0,2.4,37.7,24-29,.828,31-66,.470,4-11,.364,,,,
8615,,,,,Top 50 quality games:,Top 50:,5,70.5,1.2,93.0,18.7,44.9,48.7,6.3,15.7,3.2,17.5,0.0,2.9,33.3,9-13,.692,16-34,.471,1-5,.200,,,,
8616,2019,Jr,6-2,Djordje Dimitrijevic,Mercer,SC,29,56.6,1.2,98.4,23.4,48.6,53.4,1.6,11.0,15.8,20.3,0.6,2.5,36.1,61-79,.772,69-127,.543,25-92,.272,,,,
8617,,,,,Conf. games:,Conf. games:,18,54.1,0.2,87.0,22.6,44.1,47.6,2.1,11.2,11.5,21.9,0.3,2.1,29.9,26-38,.684,38-74,.514,12-53,.226,,,,
8618,,,,,Top 100 quality games:,Top 100:,10,67.3,2.6,101.0,25.3,50.5,56.5,2.2,13.4,19.1,23.7,0.5,2.6,42.4,32-39,.821,33-57,.579,9-35,.257,,,,
8619,,,,,Top 50 quality games:,Top 50:,5,69.5,3.5,103.7,28.2,56.9,62.4,0.0,16.8,13.4,23.6,1.0,2.1,51.0,21-26,.808,23-33,.697,4-18,.222,,,,
8620,2019,Fr,6-11,Fardaws Aimaq,Mercer,SC,27,35.1,0.4,92.6,22.8,51.3,50.1,17.7,22.8,3.6,23.1,6.1,0.7,40.4,19-46,.413,57-113,.504,1-1,1.000,,,,
8621,,,,,Conf. games:,Conf. games:,16,32.1,0.4,94.0,21.8,45.3,44.6,18.5,23.8,5.2,17.3,6.6,1.0,43.8,11-28,.393,29-64,.453,0-0,.000,,,,
8622,,,,,Top 100 quality games:,Top 100:,8,32.3,0.9,93.6,22.6,55.9,54.7,19.3,24.3,3.5,27.6,4.3,1.4,44.1,7-15,.467,19-34,.559,0-0,.000,,,,
8623,,,,,Top 50 quality games:,Top 50:,3,24.0,0.7,91.2,20.1,55.6,50.5,26.5,25.6,4.5,30.0,8.9,0.0,44.4,1-4,.250,5-9,.556,0-0,.000,,,,
8624,2019,Sr,6-7,Cory Kilby,Mercer,SC,25,50.1,0.2,95.1,15.3,43.4,48.5,3.9,11.8,8.3,18.8,1.1,1.1,33.6,33-43,.767,36-65,.554,13-63,.206,,,,
8625,,,,,Conf. games:,Conf. games:,14,44.8,0.4,99.5,14.5,46.2,51.4,4.3,10.7,9.2,19.9,1.6,1.1,32.3,17-21,.810,18-32,.563,8-33,.242,,,,
8626,,,,,Top 100 quality games:,Top 100:,9,55.5,0.8,97.5,14.8,44.0,50.3,3.7,13.6,5.5,19.3,0.0,1.0,32.0,14-16,.875,16-28,.571,4-22,.182,,,,
8627,,,,,Top 50 quality games:,Top 50:,5,67.5,1.2,99.9,14.7,46.6,51.9,3.8,11.8,6.2,17.5,0.0,0.9,34.5,8-10,.800,9-15,.600,3-14,.214,,,,
8628,2019,Fr,6-10,Victor Bafutto,Mercer,SC,28,17.9,0.1,89.6,21.1,50.9,50.4,13.7,11.1,1.0,23.8,14.6,1.4,35.1,9-20,.450,29-56,.518,0-1,.000,,,,
8629,,,,,Conf. games:,Conf. games:,17,20.8,0.2,92.4,20.6,47.7,46.4,14.6,12.3,1.4,16.9,16.1,1.2,31.8,5-14,.357,21-43,.488,0-1,.000,,,,
8630,,,,,Top 100 quality games:,Top 100:,10,20.0,-0.1,79.6,18.3,42.1,44.8,8.9,13.6,2.6,27.5,13.8,1.5,36.8,4-7,.571,8-19,.421,0-0,.000,,,,
8631,,,,,Top 50 quality games:,Top 50:,5,18.0,-0.6,63.3,14.9,28.6,33.7,0.0,10.2,5.4,21.6,11.8,1.6,57.1,2-4,.500,2-7,.286,0-0,.000,,,,
8632,2019,Fr,6-8,Luke Hamilton,Mercer,SC,23,18.5,0.1,94.2,16.3,39.1,39.9,7.1,11.7,4.4,5.0,1.8,1.1,20.3,6-13,.462,10-24,.417,10-40,.250,,,,
8633,,,,,Conf. games:,Conf. games:,17,25.9,-0.0,90.6,16.4,37.3,38.2,7.4,10.5,4.0,5.7,2.0,0.6,20.0,5-11,.455,10-23,.435,7-32,.219,,,,
8634,,,,,Top 100 quality games:,Top 100:,8,12.3,0.2,91.5,18.7,36.7,36.4,14.5,9.8,4.1,6.3,5.6,1.2,40.0,2-6,.333,1-2,.500,3-13,.231,,,,
8635,,,,,Top 50 quality games:,Top 50:,4,6.0,-0.5,41.7,17.2,0.0,16.9,10.6,0.0,0.0,28.0,0.0,4.9,100.0,1-2,.500,0-0,.000,0-2,.000,,,,
8636,2019,So,6-4,Marcus Cohen,Mercer,SC,27,50.2,-0.2,85.7,19.2,45.1,45.1,1.6,7.7,32.0,30.5,0.7,1.9,43.4,21-49,.429,51-111,.459,0-2,.000,,,,
8637,,,,,Conf. games:,Conf. games:,17,50.1,-0.7,79.7,18.1,42.1,41.3,1.9,8.6,32.5,34.8,0.7,1.6,49.1,10-28,.357,24-57,.421,0-0,.000,,,,
8638,,,,,Top 100 quality games:,Top 100:,10,53.5,-0.7,75.1,18.0,60.0,53.2,1.7,9.0,29.9,44.7,0.0,1.6,46.7,3-14,.214,18-30,.600,0-0,.000,,,,
8639,,,,,Top 50 quality games:,Top 50:,5,58.0,-0.3,76.6,19.8,61.1,52.7,1.1,7.4,29.0,40.3,0.0,1.0,66.7,3-12,.250,11-18,.611,0-0,.000,,,,
8640,2019,Fr,6-3,Daniel Love,Mercer,SC,23,16.7,-0.2,75.2,25.8,31.7,33.5,5.5,16.0,32.5,25.5,0.7,3.9,23.8,7-15,.467,17-47,.362,2-16,.125,,,,
8641,,,,,Conf. games:,Conf. games:,14,20.6,-0.1,78.8,28.0,33.3,35.6,5.5,16.3,38.2,25.2,0.9,4.7,27.5,7-14,.500,14-38,.368,2-13,.154,,,,
8642,,,,,Top 100 quality games:,Top 100:,7,8.8,-0.1,68.8,34.2,50.0,43.3,10.2,10.3,32.3,38.5,3.9,5.0,54.5,1-6,.167,4-9,.444,1-2,.500,,,,
8643,,,,,Top 50 quality games:,Top 50:,3,4.5,-0.9,0.0,17.0,0.0,0.0,0.0,13.6,0.0,37.7,0.0,6.6,200.0,0-2,.000,0-1,.000,0-0,.000,,,,
8644,2019,Fr,6-3,DJ Peavy,Mercer,SC,15,8.5,0.3,101.8,18.5,70.5,73.1,1.2,5.8,10.3,34.9,0.0,0.6,31.8,6-7,.857,8-13,.615,5-9,.556,,,,
8645,,,,,Conf. games:,Conf. games:,5,1.2,0.1,117.3,10.2,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2-2,1.000,0-0,.000,0-1,.000,,,,
8646,,,,,Top 100 quality games:,Top 100:,5,4.5,-1.1,0.0,13.8,0.0,0.0,0.0,0.0,0.0,69.7,0.0,0.0,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
8647,,,,,Top 50 quality games:,Top 50:,3,3.0,-0.6,0.0,9.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
