,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
120,2019,Sr,6-4,Pervis Louder,Air Force,MWC,30,32.6,-0.0,88.7,17.3,49.4,51.4,2.4,10.6,13.2,25.1,2.0,1.6,37.6,19-32,.594,30-52,.577,8-33,.242,,,,
121,,,,,Conf. games:,Conf. games:,17,24.1,0.1,93.0,17.6,47.6,49.3,1.3,7.0,16.0,19.2,2.3,2.4,34.1,8-14,.571,12-22,.545,5-19,.263,,,,
122,,,,,Top 100 quality games:,Top 100:,10,28.5,-0.4,70.3,20.6,37.0,43.8,0.0,8.8,16.8,30.1,2.5,3.1,60.9,9-14,.643,4-12,.333,3-11,.273,,,,
123,,,,,Top 50 quality games:,Top 50:,4,34.4,-0.0,76.0,21.8,50.0,50.4,0.0,9.2,22.8,34.7,2.4,3.3,33.3,2-4,.500,3-7,.429,2-5,.400,,,,
124,2019,Jr,6-4,Sid Tomes,Air Force,MWC,31,56.7,-0.6,85.5,14.0,37.2,38.7,1.0,14.5,17.1,16.0,0.6,1.4,16.6,13-24,.542,24-48,.500,20-97,.206,,,,
125,,,,,Conf. games:,Conf. games:,18,52.2,-1.3,79.3,11.1,31.0,31.1,1.2,16.4,15.2,14.1,0.7,1.2,9.5,2-6,.333,12-21,.571,5-42,.119,,,,
126,,,,,Top 100 quality games:,Top 100:,10,50.8,-1.8,64.4,11.9,26.3,26.3,0.6,15.4,15.1,12.2,0.0,1.5,0.0,0-0,.000,4-15,.267,4-23,.174,,,,
127,,,,,Top 50 quality games:,Top 50:,4,55.0,-0.9,77.4,12.0,37.5,37.5,1.4,12.9,11.1,16.9,0.0,1.4,0.0,0-0,.000,3-7,.429,2-9,.222,,,,
128,2019,Jr,6-2,LeSean Brown,Air Force,MWC,12,7.9,0.3,98.7,18.4,42.0,49.7,2.4,14.5,9.6,12.9,0.0,0.6,52.0,10-13,.769,6-14,.429,3-11,.273,,,,
129,,,,,Conf. games:,Conf. games:,9,8.2,0.1,97.3,16.5,46.9,48.8,1.9,12.2,9.4,12.0,0.0,0.0,18.8,2-3,.667,3-7,.429,3-9,.333,,,,
130,,,,,Top 100 quality games:,Top 100:,6,11.5,0.5,111.0,13.7,60.0,61.3,0.0,19.0,5.2,9.4,0.0,0.0,30.0,2-3,.667,3-6,.500,2-4,.500,,,,
131,,,,,Top 50 quality games:,Top 50:,2,3.8,0.2,111.2,10.6,100.0,67.8,0.0,63.0,0.0,0.0,0.0,0.0,100.0,0-1,.000,1-1,1.000,0-0,.000,,,,
132,2019,So,6-0,James Edwards,Air Force,MWC,7,1.0,0.1,112.8,15.4,0.0,33.9,0.0,0.0,41.1,0.0,0.0,0.0,100.0,2-2,1.000,0-0,.000,0-2,.000,,,,
133,,,,,Conf. games:,Conf. games:,5,1.2,-0.1,72.7,14.5,0.0,0.0,0.0,0.0,52.9,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
134,,,,,Top 100 quality games:,Top 100:,3,1.5,-0.1,79.7,12.5,0.0,0.0,0.0,0.0,62.9,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
135,,,,,Top 50 quality games:,Top 50:,2,1.3,-0.3,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
136,2019,So,6-4,Bryce Hughes,Air Force,MWC,8,1.3,0.3,124.8,18.2,50.0,56.3,0.0,7.1,21.4,0.0,0.0,3.5,350.0,4-7,.571,1-2,.500,0-0,.000,,,,
137,,,,,Conf. games:,Conf. games:,5,1.4,0.4,154.6,16.3,0.0,69.0,0.0,0.0,15.9,0.0,0.0,5.9,400.0,4-4,1.000,0-1,.000,0-0,.000,,,,
138,,,,,Top 100 quality games:,Top 100:,4,2.3,0.3,131.6,11.9,0.0,52.6,0.0,13.9,21.0,0.0,0.0,6.6,0.0,2-4,.500,0-0,.000,0-0,.000,,,,
139,,,,,Top 50 quality games:,Top 50:,2,1.9,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
140,2019,Fr,6-7,Abe Kinrade,Air Force,MWC,18,4.7,0.3,119.2,16.0,50.0,57.7,6.2,22.5,3.3,6.3,2.3,1.0,50.0,6-7,.857,4-11,.364,2-3,.667,,,,
141,,,,,Conf. games:,Conf. games:,11,6.2,0.6,134.2,16.8,60.0,67.5,7.6,21.8,4.3,7.9,3.0,1.3,70.0,6-7,.857,3-7,.429,2-3,.667,,,,
142,,,,,Top 100 quality games:,Top 100:,7,5.5,0.4,123.3,14.2,50.0,58.8,5.4,34.1,0.0,0.0,0.0,0.0,40.0,2-2,1.000,1-3,.333,1-2,.500,,,,
143,,,,,Top 50 quality games:,Top 50:,3,2.5,0.7,250.0,10.5,125.0,125.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,1-1,1.000,,,,
144,2019,Fr,6-4,Zach Couper,Air Force,MWC,8,1.1,0.1,97.7,18.0,25.0,40.4,0.0,0.0,13.3,0.0,0.0,0.0,50.0,2-2,1.000,1-1,1.000,0-3,.000,,,,
145,,,,,Conf. games:,Conf. games:,4,1.0,-0.1,70.9,19.7,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-2,.000,,,,
146,,,,,Top 100 quality games:,Top 100:,4,1.5,0.1,96.7,15.9,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-1,.000,,,,
147,,,,,Top 50 quality games:,Top 50:,2,1.9,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
148,2019,Fr,6-9,Isaac Monson,Air Force,MWC,8,1.0,-0.1,75.2,17.0,0.0,26.3,28.0,18.6,0.0,27.0,0.0,0.0,0.0,1-4,.250,0-0,.000,0-0,.000,,,,
149,,,,,Conf. games:,Conf. games:,4,0.8,-0.1,70.7,21.7,0.0,52.6,19.1,0.0,0.0,45.8,0.0,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
150,,,,,Top 100 quality games:,Top 100:,4,1.5,-0.2,49.0,12.1,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0-2,.000,0-0,.000,0-0,.000,,,,
151,,,,,Top 50 quality games:,Top 50:,2,1.9,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
152,2019,Sr,6-5,Jimond Ivey,Akron,MAC,31,81.8,2.7,109.2,20.4,51.9,55.6,5.2,14.2,21.5,17.0,1.1,2.2,28.1,65-82,.793,93-144,.646,39-148,.264,,,,
153,,,,,Conf. games:,Conf. games:,18,81.1,2.3,104.2,20.6,48.5,52.5,4.8,14.7,22.4,17.0,0.6,2.5,26.3,36-45,.800,53-87,.609,20-84,.238,,,,
154,,,,,Top 100 quality games:,Top 100:,8,84.3,1.2,92.3,19.0,42.9,46.7,3.6,14.1,18.6,18.5,0.4,1.2,17.9,12-14,.857,23-38,.605,7-40,.175,,,,
155,,,,,Top 50 quality games:,Top 50:,6,85.0,-0.5,81.0,15.6,43.3,45.8,2.4,12.6,15.0,26.7,0.6,0.8,8.9,4-4,1.000,12-19,.632,5-26,.192,,,,
156,2019,So,5-8,Loren Cristian Jackson,Akron,MAC,31,79.1,2.4,100.4,26.0,42.5,49.0,2.5,6.5,21.0,13.1,0.3,1.5,38.9,118-147,.803,69-170,.406,61-208,.293,,,,
157,,,,,Conf. games:,Conf. games:,18,78.9,1.4,90.6,26.7,38.4,45.1,2.8,5.9,16.3,14.6,0.2,1.9,34.2,64-78,.821,47-109,.431,27-119,.227,,,,
158,,,,,Top 100 quality games:,Top 100:,8,81.5,2.0,90.4,27.2,40.3,44.8,2.6,6.2,15.5,12.6,0.0,0.6,26.3,24-31,.774,19-58,.328,19-60,.317,,,,
159,,,,,Top 50 quality games:,Top 50:,6,81.3,2.2,89.2,28.2,40.2,46.1,1.5,6.9,12.9,13.4,0.0,0.3,33.3,23-29,.793,14-44,.318,14-43,.326,,,,
160,2019,Jr,6-6,Daniel Utomi,Akron,MAC,31,84.6,2.0,100.9,21.6,51.6,53.4,3.6,13.2,8.0,14.5,1.2,1.1,19.7,51-74,.689,65-144,.451,86-232,.371,,,,
161,,,,,Conf. games:,Conf. games:,18,85.4,1.8,100.4,19.7,48.8,51.1,3.6,11.1,8.1,12.6,1.1,0.8,17.6,27-36,.750,29-75,.387,47-129,.364,,,,
162,,,,,Top 100 quality games:,Top 100:,8,87.1,0.9,86.7,21.4,39.9,43.3,3.5,16.4,7.6,13.1,0.8,1.0,16.3,14-17,.824,16-47,.340,17-57,.298,,,,
163,,,,,Top 50 quality games:,Top 50:,6,89.2,1.1,86.8,21.2,39.2,43.9,3.7,18.3,8.7,13.7,1.1,1.1,23.0,14-17,.824,14-37,.378,10-37,.270,,,,
164,2019,Jr,6-5,Tyler Cheese,Akron,MAC,31,70.7,1.3,94.4,24.1,46.0,48.5,3.1,15.0,19.5,17.0,0.4,2.1,22.0,49-71,.690,108-230,.470,27-93,.290,,,,
165,,,,,Conf. games:,Conf. games:,18,77.7,2.0,97.5,25.1,47.9,49.9,4.1,17.0,21.2,15.8,0.4,2.2,17.8,27-39,.692,78-164,.476,18-55,.327,,,,
166,,,,,Top 100 quality games:,Top 100:,8,74.5,1.7,89.9,26.2,44.5,47.9,2.4,13.7,18.0,17.9,0.9,2.1,18.0,15-18,.833,34-75,.453,7-25,.280,,,,
167,,,,,Top 50 quality games:,Top 50:,6,74.2,1.9,89.2,27.0,44.8,47.8,1.7,13.8,22.9,17.7,1.3,2.9,15.6,10-12,.833,24-55,.436,7-22,.318,,,,
168,2019,Jr,6-4,Channel Banks,Akron,MAC,30,50.8,0.3,95.2,16.0,48.5,49.4,2.4,10.3,7.1,14.3,0.5,2.9,16.6,16-28,.571,31-62,.500,34-107,.318,,,,
169,,,,,Conf. games:,Conf. games:,18,47.3,-0.0,89.2,16.4,46.2,47.1,1.8,9.8,8.5,16.7,0.6,3.6,10.8,6-10,.600,19-37,.514,16-56,.286,,,,
170,,,,,Top 100 quality games:,Top 100:,8,50.2,-0.3,84.6,13.8,48.6,48.7,2.4,8.1,5.0,22.8,0.7,2.1,5.6,1-2,.500,7-14,.500,7-22,.318,,,,
171,,,,,Top 50 quality games:,Top 50:,6,52.5,-0.1,86.6,13.3,48.1,48.3,3.1,7.1,5.2,20.4,0.0,2.7,7.4,1-2,.500,4-11,.364,6-16,.375,,,,
172,2019,So,6-2,Jeremy Roscoe,Akron,MAC,29,26.7,0.3,99.1,15.6,48.2,51.3,2.9,16.7,9.5,16.8,1.0,1.4,14.5,11-12,.917,10-25,.400,20-58,.345,,,,
173,,,,,Conf. games:,Conf. games:,17,27.4,0.1,93.9,15.7,45.3,46.3,3.2,14.8,11.3,15.1,0.5,1.8,3.8,2-2,1.000,6-16,.375,12-37,.324,,,,
174,,,,,Top 100 quality games:,Top 100:,7,23.1,1.3,123.0,15.9,67.5,68.5,3.9,23.5,6.1,14.3,1.5,0.8,20.0,3-4,.750,6-8,.750,5-12,.417,,,,
175,,,,,Top 50 quality games:,Top 50:,5,20.8,0.5,100.8,14.7,50.0,54.3,3.9,22.3,4.5,15.4,2.3,0.0,36.4,3-4,.750,4-5,.800,1-6,.167,,,,
176,2019,So,6-9,Jaden Sayles,Akron,MAC,20,19.3,-0.1,96.4,11.0,46.7,50.6,8.1,14.0,0.0,19.8,4.6,0.2,66.7,12-20,.600,14-30,.467,0-0,.000,,,,
177,,,,,Conf. games:,Conf. games:,10,13.7,-0.0,95.7,12.4,42.9,50.7,7.5,14.9,0.0,19.2,4.4,0.6,71.4,7-10,.700,6-14,.429,0-0,.000,,,,
178,,,,,Top 100 quality games:,Top 100:,5,14.5,0.5,107.3,12.3,33.3,41.3,12.5,16.4,0.0,0.0,4.7,0.0,44.4,3-4,.750,3-9,.333,0-0,.000,,,,
179,,,,,Top 50 quality games:,Top 50:,4,10.4,0.4,99.4,16.5,28.6,37.7,15.7,13.4,0.0,0.0,0.0,0.0,28.6,2-2,1.000,2-7,.286,0-0,.000,,,,
180,2019,Jr,6-10,Deng Riak,Akron,MAC,28,53.7,-0.2,89.0,15.1,48.0,50.5,7.8,17.9,4.1,25.9,4.5,0.7,33.1,26-41,.634,49-105,.467,7-19,.368,,,,
181,,,,,Conf. games:,Conf. games:,18,61.0,-1.0,80.0,15.0,42.9,45.6,8.1,20.0,3.1,28.4,4.9,0.4,35.1,16-27,.593,30-66,.455,2-11,.182,,,,
182,,,,,Top 100 quality games:,Top 100:,8,59.7,0.0,91.7,12.5,45.5,46.8,7.1,15.9,7.1,21.1,4.0,1.2,21.2,4-7,.571,12-29,.414,2-4,.500,,,,
183,,,,,Top 50 quality games:,Top 50:,6,60.4,-0.4,81.7,14.7,41.1,41.2,8.8,15.4,10.4,23.9,4.0,1.2,17.9,2-5,.400,10-25,.400,1-3,.333,,,,
184,2019,Jr,6-8,Emmanuel Olojakpoke,Akron,MAC,29,24.5,-0.6,81.6,11.4,59.5,54.4,6.7,10.3,0.6,33.4,8.0,1.3,40.5,4-15,.267,22-37,.595,0-0,.000,,,,
185,,,,,Conf. games:,Conf. games:,17,25.2,-0.7,80.0,9.1,64.7,52.9,6.3,9.8,0.0,31.9,10.8,1.3,47.1,0-8,.000,11-17,.647,0-0,.000,,,,
186,,,,,Top 100 quality games:,Top 100:,7,20.0,-0.6,70.5,12.5,50.0,42.4,10.5,15.3,0.0,35.0,5.1,0.9,37.5,0-3,.000,4-8,.500,0-0,.000,,,,
187,,,,,Top 50 quality games:,Top 50:,5,20.8,-1.9,34.5,12.2,20.0,16.8,7.8,13.4,0.0,46.5,4.6,1.1,40.0,0-2,.000,1-5,.200,0-0,.000,,,,
188,2019,So,6-11,Mark Kostelac,Akron,MAC,5,1.8,0.8,159.4,11.0,100.0,101.3,4.7,9.1,9.3,22.9,4.8,2.5,66.7,2-2,1.000,3-3,1.000,0-0,.000,,,,
189,,,,,Top 100 quality games:,Top 100:,1,0.9,1.1,200.0,8.7,100.0,100.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
190,,,,,Top 50 quality games:,Top 50:,1,1.3,1.1,200.0,8.7,100.0,100.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2019,Fr,5-10,Scott Walter,Akron,MAC,13,4.0,-0.4,58.4,15.4,40.0,44.6,4.3,14.7,3.6,45.2,0.0,0.0,120.0,3-6,.500,2-5,.400,0-0,.000,,,,
193,,,,,Conf. games:,Conf. games:,5,2.8,-0.5,62.3,6.9,0.0,20.6,5.3,5.3,0.0,0.0,0.0,0.0,300.0,1-3,.333,0-1,.000,0-0,.000,,,,
194,,,,,Top 100 quality games:,Top 100:,3,3.4,-1.1,0.0,9.0,0.0,0.0,0.0,10.0,0.0,57.2,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
195,,,,,Top 50 quality games:,Top 50:,2,2.5,-0.9,0.0,16.6,0.0,0.0,0.0,18.6,0.0,56.8,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
196,2019,So,6-6,Lepear Toles,Akron,MAC,6,2.2,-0.5,62.7,15.6,50.0,45.7,0.0,15.6,13.3,41.3,4.1,4.3,250.0,2-5,.400,1-2,.500,0-0,.000,,,,
197,,,,,Top 100 quality games:,Top 100:,1,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
198,,,,,Top 50 quality games:,Top 50:,1,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2019,Sr,6-9,Donta Hall,Alabama,SEC,34,66.8,3.7,124.8,17.2,61.8,64.8,11.3,24.6,4.1,13.5,6.1,1.0,57.4,89-124,.718,132-215,.614,1-1,1.000,,,,
201,,,,,Conf. games:,Conf. games:,18,68.5,4.0,127.6,16.0,65.0,66.0,10.1,25.6,3.9,11.6,4.6,1.0,50.4,38-57,.667,72-112,.643,1-1,1.000,,,,
202,,,,,Top 100 quality games:,Top 100:,22,67.7,3.9,122.8,17.4,62.1,64.7,11.4,22.7,3.7,14.4,5.5,1.2,49.7,52-72,.722,90-145,.621,0-0,.000,,,,
203,,,,,Top 50 quality games:,Top 50:,17,70.9,4.1,122.1,17.4,62.4,63.9,10.9,24.5,3.3,13.1,4.1,0.8,40.0,34-50,.680,78-125,.624,0-0,.000,,,,
204,2019,Fr,6-3,Kira Lewis Jr.,Alabama,SEC,34,78.8,3.1,106.2,22.0,50.7,54.8,1.4,7.5,19.0,17.9,0.9,1.5,31.7,90-115,.783,103-212,.486,54-151,.358,,,,
205,,,,,Conf. games:,Conf. games:,18,80.8,2.7,100.1,22.3,48.5,52.7,0.8,8.0,16.8,18.5,0.7,1.2,32.3,48-63,.762,51-112,.455,29-83,.349,,,,
206,,,,,Top 100 quality games:,Top 100:,22,78.5,2.6,99.0,22.4,46.5,51.7,1.2,8.8,17.2,19.3,0.9,1.5,36.1,64-82,.780,62-139,.446,29-88,.330,,,,
207,,,,,Top 50 quality games:,Top 50:,17,79.1,1.9,92.1,22.9,46.0,50.3,1.3,8.5,16.6,23.0,0.7,1.5,32.2,42-56,.750,44-104,.423,24-70,.343,,,,
208,2019,Sr,6-7,Riley Norris,Alabama,SEC,26,37.9,2.0,116.4,15.2,50.8,54.5,6.9,13.9,6.6,10.1,0.8,1.7,31.3,31-41,.756,23-47,.489,29-84,.345,,,,
209,,,,,Conf. games:,Conf. games:,18,52.1,1.9,112.7,15.3,49.5,54.6,5.4,14.2,5.1,10.9,0.5,1.5,39.6,28-36,.778,15-29,.517,20-62,.323,,,,
210,,,,,Top 100 quality games:,Top 100:,19,43.9,2.0,116.9,14.0,52.8,55.7,5.6,12.3,7.6,10.6,0.8,1.9,29.2,19-26,.731,20-31,.645,18-58,.310,,,,
211,,,,,Top 50 quality games:,Top 50:,16,48.1,2.2,119.4,13.7,54.8,57.5,5.6,12.0,7.9,10.3,0.9,2.0,30.1,16-22,.727,19-26,.731,14-47,.298,,,,
212,2019,So,6-5,John Petty,Alabama,SEC,34,71.9,1.9,101.2,19.1,51.6,54.1,2.9,13.2,12.9,20.7,1.5,1.0,26.2,53-75,.707,59-115,.513,59-171,.345,,,,
213,,,,,Conf. games:,Conf. games:,18,70.6,2.4,103.0,20.2,54.6,56.5,3.3,12.6,13.0,20.6,1.9,1.1,26.8,28-41,.683,34-66,.515,33-87,.379,,,,
214,,,,,Top 100 quality games:,Top 100:,22,70.7,2.1,99.0,20.3,51.6,54.7,3.9,12.1,11.3,22.4,1.6,0.8,28.8,39-53,.736,44-82,.537,34-102,.333,,,,
215,,,,,Top 50 quality games:,Top 50:,17,67.6,1.5,92.7,21.3,49.6,52.3,4.2,11.9,12.5,24.8,1.7,0.9,29.4,27-40,.675,30-58,.517,25-78,.321,,,,
216,2019,Jr,6-5,Dazon Ingram,Alabama,SEC,32,52.0,1.6,102.1,19.7,50.7,56.8,4.3,14.4,21.7,26.1,0.6,1.4,72.3,76-107,.710,51-106,.481,16-42,.381,,,,
217,,,,,Conf. games:,Conf. games:,17,53.1,1.2,94.6,20.3,45.5,51.2,3.8,11.9,21.4,25.8,0.3,1.5,55.7,34-49,.694,25-58,.431,10-30,.333,,,,
218,,,,,Top 100 quality games:,Top 100:,21,51.1,1.0,93.1,19.4,44.9,52.8,3.1,12.8,21.4,29.0,0.4,1.2,69.7,45-62,.726,28-63,.444,8-26,.308,,,,
219,,,,,Top 50 quality games:,Top 50:,16,49.6,0.9,93.4,18.4,40.9,48.9,3.0,11.7,22.3,25.1,0.6,1.4,69.7,32-46,.696,21-49,.429,4-17,.235,,,,
220,2019,Jr,6-6,Tevin Mack,Alabama,SEC,34,51.2,1.5,97.9,23.0,50.4,51.0,4.8,13.0,8.7,17.0,2.3,0.9,18.1,28-50,.560,67-132,.508,48-144,.333,,,,
221,,,,,Conf. games:,Conf. games:,18,53.5,1.3,94.3,22.7,50.3,50.5,4.1,14.7,8.9,18.3,2.6,1.0,18.1,13-26,.500,32-67,.478,27-77,.351,,,,
222,,,,,Top 100 quality games:,Top 100:,22,50.5,1.3,95.0,22.0,49.4,50.1,4.7,13.2,7.4,17.7,2.7,0.8,19.0,17-31,.548,40-82,.488,27-81,.333,,,,
223,,,,,Top 50 quality games:,Top 50:,17,51.5,1.1,90.6,23.0,48.9,49.3,3.9,13.7,6.3,19.3,2.7,0.5,17.2,12-23,.522,31-65,.477,23-69,.333,,,,
224,2019,So,6-9,Alex Reese,Alabama,SEC,28,27.3,1.4,105.5,23.7,50.0,54.2,7.5,13.5,7.3,16.1,3.2,1.5,35.3,37-49,.755,29-67,.433,27-72,.375,,,,
225,,,,,Conf. games:,Conf. games:,12,19.3,0.8,96.7,21.7,45.5,50.4,8.1,14.1,5.7,18.9,6.4,0.0,36.4,12-16,.750,8-22,.364,8-22,.364,,,,
226,,,,,Top 100 quality games:,Top 100:,18,28.0,1.5,103.7,24.5,48.4,53.1,7.0,13.5,6.1,15.3,4.0,0.9,40.9,28-38,.737,18-44,.409,18-49,.367,,,,
227,,,,,Top 50 quality games:,Top 50:,14,27.2,1.3,101.9,23.0,48.5,51.6,8.6,14.8,5.9,14.9,3.1,0.0,29.4,14-20,.700,15-35,.429,12-33,.364,,,,
228,2019,So,6-7,Herbert Jones,Alabama,SEC,34,52.7,0.5,86.9,21.9,43.9,45.6,5.9,12.3,18.0,24.3,2.8,2.6,56.1,52-105,.495,73-166,.440,6-21,.286,,,,
229,,,,,Conf. games:,Conf. games:,18,50.1,0.9,90.9,21.3,47.3,48.5,5.6,10.8,21.0,24.6,2.2,2.5,47.3,22-43,.512,40-83,.482,2-8,.250,,,,
230,,,,,Top 100 quality games:,Top 100:,22,52.8,0.6,86.6,21.4,47.0,47.9,4.9,13.6,22.5,28.4,3.2,2.7,37.6,22-44,.500,49-104,.471,4-13,.308,,,,
231,,,,,Top 50 quality games:,Top 50:,17,50.7,0.5,84.1,21.3,44.3,45.0,4.6,11.7,23.9,27.6,3.6,2.4,34.1,14-30,.467,36-78,.462,2-10,.200,,,,
232,2019,So,6-9,Galin Smith,Alabama,SEC,30,28.7,0.1,86.7,18.2,52.2,51.2,8.3,10.3,1.5,25.5,3.5,0.4,50.0,20-45,.444,47-90,.522,0-0,.000,,,,
233,,,,,Conf. games:,Conf. games:,14,17.9,0.2,84.4,22.2,51.4,49.9,12.3,8.4,0.0,26.0,2.3,1.3,48.6,7-17,.412,18-35,.514,0-0,.000,,,,
234,,,,,Top 100 quality games:,Top 100:,21,27.8,0.1,82.3,19.0,50.9,49.5,8.9,9.5,1.6,27.2,2.4,0.7,62.3,14-33,.424,27-53,.509,0-0,.000,,,,
235,,,,,Top 50 quality games:,Top 50:,17,27.8,-0.1,78.5,18.1,48.7,47.2,7.8,9.8,1.0,27.0,2.0,0.9,64.1,10-25,.400,19-39,.487,0-0,.000,,,,
236,2019,Sr,5-11,Avery Johnson Jr.,Alabama,SEC,32,22.7,-0.1,86.8,13.2,32.9,36.7,1.4,7.4,12.2,12.5,0.0,1.3,13.7,9-10,.900,18-46,.391,4-27,.148,,,,
237,,,,,Conf. games:,Conf. games:,16,20.3,0.1,90.9,15.4,35.9,42.1,1.5,6.0,8.9,12.7,0.0,0.8,20.5,8-8,1.000,8-22,.364,4-17,.235,,,,
238,,,,,Top 100 quality games:,Top 100:,21,21.7,0.2,95.8,13.4,36.2,41.3,1.2,8.1,10.8,9.0,0.0,0.6,17.0,8-8,1.000,11-29,.379,4-18,.222,,,,
239,,,,,Top 50 quality games:,Top 50:,16,20.6,0.4,101.1,13.8,38.2,45.0,1.6,7.8,9.5,9.0,0.0,0.8,23.5,8-8,1.000,7-22,.318,4-12,.333,,,,
240,2019,Sr,5-11,Lawson Schaffer,Alabama,SEC,9,1.1,-0.5,0.0,18.9,0.0,0.0,0.0,7.3,0.0,20.1,0.0,3.8,0.0,0-0,.000,0-2,.000,0-4,.000,,,,
241,,,,,Conf. games:,Conf. games:,6,1.3,-0.5,0.0,26.3,0.0,0.0,0.0,12.1,0.0,0.0,0.0,6.4,0.0,0-0,.000,0-2,.000,0-4,.000,,,,
242,,,,,Top 100 quality games:,Top 100:,5,0.8,-0.4,0.0,27.5,0.0,0.0,0.0,15.8,0.0,0.0,0.0,8.3,0.0,0-0,.000,0-2,.000,0-3,.000,,,,
243,,,,,Top 50 quality games:,Top 50:,4,0.6,-0.4,0.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0-0,.000,0-1,.000,0-3,.000,,,,
244,2019,Jr,6-11,Daniel Giddens,Alabama,SEC,14,8.4,-0.2,73.9,22.4,35.7,36.9,12.7,12.3,9.7,26.6,6.0,0.0,64.3,7-18,.389,10-27,.370,0-1,.000,,,,
245,,,,,Conf. games:,Conf. games:,10,12.4,-0.2,76.1,18.5,38.1,38.1,6.3,11.0,8.5,20.8,7.7,0.0,52.4,4-11,.364,8-20,.400,0-1,.000,,,,
246,,,,,Top 100 quality games:,Top 100:,7,6.1,0.1,83.6,21.4,33.3,33.6,10.6,10.3,14.8,10.0,5.5,0.0,33.3,2-6,.333,6-17,.353,0-1,.000,,,,
247,,,,,Top 50 quality games:,Top 50:,6,6.2,0.2,85.4,20.8,38.5,36.9,10.8,10.4,14.6,13.2,4.5,0.0,30.8,1-4,.250,5-12,.417,0-1,.000,,,,
248,2019,Sr,6-7,Andre Kennedy,Alabama A&M,SWAC,32,69.6,1.1,94.9,25.5,48.7,51.3,8.5,16.8,8.7,18.3,2.6,1.4,27.5,64-94,.681,165-333,.495,1-9,.111,,,,
249,,,,,Conf. games:,Conf. games:,18,73.8,1.9,98.6,30.1,50.7,54.1,10.9,18.0,10.3,19.5,3.1,1.8,29.5,50-67,.746,115-223,.516,0-4,.000,,,,
250,,,,,Top 100 quality games:,Top 100:,3,70.0,1.3,92.4,20.1,46.8,47.8,3.8,16.4,9.1,10.1,2.7,0.0,9.7,2-3,.667,13-27,.481,1-4,.250,,,,
251,,,,,Top 50 quality games:,Top 50:,1,70.0,4.2,106.3,25.5,54.5,56.3,0.0,6.0,21.3,8.3,0.0,0.0,27.3,2-3,.667,6-9,.667,0-2,.000,,,,
252,2019,Jr,5-11,Tre Todd,Alabama A&M,SWAC,24,42.0,0.4,92.3,21.7,53.7,56.5,1.9,6.2,11.0,26.1,0.2,2.3,44.0,44-66,.667,28-59,.475,35-91,.385,,,,
253,,,,,Conf. games:,Conf. games:,11,41.6,0.1,93.4,19.9,55.6,59.1,2.8,7.2,6.9,28.3,0.0,2.0,47.9,24-34,.706,14-27,.519,17-44,.386,,,,
254,,,,,Top 100 quality games:,Top 100:,3,37.5,0.9,86.7,29.9,53.3,54.6,2.4,3.1,36.6,29.7,0.0,1.3,46.7,4-7,.571,2-5,.400,4-10,.400,,,,
255,,,,,Top 50 quality games:,Top 50:,1,50.0,-0.6,63.9,27.8,41.7,38.6,0.0,0.0,33.3,31.9,0.0,2.9,16.7,0-1,.000,1-2,.500,1-4,.250,,,,
